source,destination
15,30
44,100
4,9
58,129
64,142
25,50
5,10
12,25
48,109
22,44
11,23
29,59
65,143
13,26
43,94
75,163
19,39
55,123
62,138
3,6
18,37
36,73
72,157
46,105
2,4
20,40
49,110
9,19
26,53
45,103
69,152
10,20
42,89
6,13
53,119
43,96
27,54
16,33
34,69
52,117
59,132
76,166
37,74
0,0
60,133
23,47
41,83
77,167
66,146
42,91
7,14
43,98
50,113
56,126
30,61
51,114
73,160
14,28
32,64
21,43
57,127
1,3
42,84
47,107
54,122
39,78
28,57
64,141
71,156
12,24
48,108
61,136
35,71
42,86
19,38
44,101
62,137
68,150
46,104
5,11
26,52
33,67
69,151
42,88
17,34
55,124
34,68
40,81
76,165
3,7
24,48
49,111
67,147
41,82
10,21
42,90
53,120
31,62
38,77
56,125
74,161
63,140
4,8
37,75
60,134
21,42
1,2
8,17
70,154
11,22
29,58
47,106
54,121
43,93
28,56
15,31
51,115
58,130
18,36
36,72
25,51
32,65
61,135
35,70
9,18
42,85
45,102
22,45
65,144
6,12
39,79
68,149
13,27
43,95
75,164
16,32
52,116
59,131
72,158
33,66
2,5
20,41
42,87
23,46
66,145
40,80
43,97
50,112
27,55
52,118
30,60
73,159
0,1
17,35
74,162
77,168
38,76
63,139
7,15
43,99
24,49
71,155
67,148
8,16
70,153
14,29
57,128
31,63
43,92
