source,destination
7,17
41,86
24,51
30,64
14,31
32,67
21,46
31,65
38,80
39,81
28,60
12,27
29,61
35,74
19,41
36,75
25,54
0,0
5,14
9,21
26,55
33,70
13,30
16,35
34,71
40,84
3,10
0,2
20,44
1,3
23,49
41,85
10,24
27,58
30,63
4,11
37,78
21,45
1,5
8,20
11,25
28,59
15,34
18,39
14,32
32,68
2,6
35,73
42,88
22,48
6,15
39,82
5,13
12,28
33,69
2,8
19,42
40,83
3,9
26,56
10,23
17,38
38,79
7,18
24,52
1,4
8,19
31,66
15,33
4,12
25,53
42,87
22,47
11,26
29,62
13,29
18,40
36,76
0,1
2,7
20,43
9,22
6,16
27,57
16,36
34,72
37,77
17,37
23,50
