source,destination
52,104
15,30
59,119
89,187
4,9
103,216
107,223
25,50
106,221
5,10
12,25
93,196
22,44
11,23
29,59
77,163
84,178
50,100
13,26
87,183
19,39
104,217
3,6
18,37
36,73
61,127
73,156
91,192
57,114
2,4
20,40
94,197
9,19
26,53
10,20
43,87
6,13
80,170
98,206
27,54
101,211
16,33
34,69
64,137
71,152
61,129
37,74
0,0
88,186
54,108
65,138
109,227
23,47
41,83
78,166
44,88
7,14
58,117
62,133
95,200
30,61
48,97
79,167
85,180
14,28
32,64
21,43
69,147
1,3
102,214
42,84
55,111
86,181
75,160
59,118
39,78
63,134
28,57
46,93
76,161
83,176
49,98
12,24
93,195
67,143
82,174
100,210
35,71
53,107
66,141
84,177
90,190
56,112
19,38
74,157
89,188
107,224
60,121
73,155
5,11
91,191
97,204
26,52
33,67
81,171
70,150
77,164
17,34
50,101
80,169
98,205
87,184
105,220
34,68
51,102
64,136
40,81
71,151
3,7
108,225
60,123
24,48
57,115
61,131
94,198
86,182
41,82
47,95
78,165
10,21
96,201
31,62
62,132
38,77
68,145
101,212
48,96
4,8
37,75
60,125
85,179
92,194
103,215
72,154
21,42
1,2
45,91
8,17
55,110
11,22
29,58
44,89
99,208
28,56
46,92
52,105
83,175
15,31
61,126
18,36
36,72
67,142
25,51
32,65
106,222
69,148
35,70
53,106
9,18
42,85
90,189
22,45
43,86
6,12
39,79
63,135
13,27
76,162
60,120
16,32
49,99
97,203
104,218
61,128
33,66
70,149
88,185
2,5
20,41
23,46
56,113
105,219
74,158
40,80
58,116
95,199
27,55
60,122
30,60
61,130
0,1
81,172
47,94
54,109
102,213
17,35
65,139
109,228
38,76
68,144
51,103
75,159
7,15
108,226
60,124
92,193
24,49
72,153
79,168
45,90
8,16
82,173
100,209
14,29
96,202
66,140
99,207
31,63
68,146
