index,is_in_good_operators
0,True
1,True
2,False
3,False
4,False
5,False
6,False
7,False
8,False
9,False
10,True
11,True
12,True
13,True
14,False
15,False
16,False
17,False
18,False
19,False
20,False
21,False
22,True
23,True
24,True
25,True
26,False
27,False
28,False
29,False
30,False
31,False
32,False
33,False
34,True
35,True
36,True
37,True
38,False
39,False
40,False
41,False
42,False
43,False
44,False
45,False
46,True
47,True
48,True
49,True
50,False
51,False
52,False
53,False
54,False
55,False
56,False
57,False
58,True
59,True
60,True
61,True
62,False
63,True
64,False
65,False
66,True
67,False
68,False
69,True
70,False
71,False
72,True
73,False
74,False
75,True
76,False
77,False
78,True
79,False
80,False
81,True
82,False
83,False
84,True
85,False
86,False
87,False
88,False
89,False
90,False
91,False
92,False
93,False
94,False
95,False
96,False
97,False
98,False
99,False
100,False
101,False
102,False
103,False
104,False
105,False
106,False
107,False
108,False
109,False
110,False
111,False
112,False
113,False
114,False
115,False
116,False
117,False
118,False
119,False
120,False
121,False
122,False
123,False
124,False
125,False
126,False
127,False
128,False
129,False
130,False
131,False
132,False
133,False
134,False
135,False
136,False
137,False
138,False
139,False
140,False
141,False
142,False
143,False
144,False
145,False
146,True
147,True
148,True
149,True
150,True
151,True
152,True
153,True
154,True
155,True
156,True
157,True
158,True
159,True
160,True
161,True
162,True
163,True
164,True
165,True
166,True
167,True
168,True
169,True
170,True
171,True
172,True
173,True
174,True
175,True
176,True
177,True
178,True
179,True
180,True
181,True
182,True
183,True
184,True
185,True
186,True
187,True
188,True
189,True
190,False
191,False
192,False
193,False
194,False
195,False
196,False
197,False
198,False
199,True
200,False
201,True
202,False
203,False
204,False
205,False
206,False
207,False
208,False
209,False
210,False
211,True
212,False
213,True
214,False
215,False
216,False
217,False
218,False
219,False
220,False
221,False
222,False
223,False
224,False
225,False
226,False
227,False
228,False
229,False
230,False
231,False
232,False
233,False
234,False
235,True
236,False
237,True
238,False
239,False
240,False
241,False
242,False
243,False
244,False
245,False
246,False
247,False
248,False
249,False
250,False
251,False
252,False
253,False
254,False
255,False
256,False
257,False
258,False
259,False
260,False
261,False
262,False
263,True
264,False
265,True
266,False
267,False
268,False
269,False
270,False
271,False
272,False
273,False
274,False
275,False
276,False
277,False
278,False
279,False
280,False
281,False
282,False
283,False
284,False
285,False
286,False
287,False
288,False
289,False
290,False
291,False
292,False
293,False
294,False
295,False
296,False
297,False
298,False
299,False
300,False
301,False
302,False
303,False
304,False
305,False
306,False
307,False
308,False
309,False
310,True
311,False
312,True
313,False
314,True
315,False
316,True
317,False
318,True
319,False
320,True
321,False
322,True
323,False
324,True
325,False
326,True
327,False
328,True
329,False
330,True
331,False
332,True
333,False
334,True
335,False
336,True
337,False
338,True
339,False
340,True
341,False
342,True
343,False
344,True
345,False
346,True
347,False
348,True
349,False
350,False
351,True
352,False
353,True
354,False
355,True
356,False
357,True
358,False
359,True
360,False
361,True
362,False
363,True
364,False
365,True
366,False
367,True
368,False
369,True
370,False
371,True
372,False
373,True
374,False
375,True
376,False
377,True
378,False
379,True
380,False
381,True
382,False
383,True
384,False
385,True
386,False
387,True
388,False
389,True
390,True
391,True
392,True
393,True
394,True
395,True
396,True
397,True
398,True
399,True
400,True
401,True
402,True
403,True
404,True
405,True
406,True
407,True
408,True
409,True
410,True
411,True
412,True
413,True
414,True
415,True
416,True
417,True
