source,destination
15,30
4,9
25,50
5,10
12,25
45,92
48,109
22,44
11,23
29,59
13,26
19,39
3,6
18,37
36,73
46,105
45,94
2,4
20,40
49,110
9,19
26,53
10,20
43,87
6,13
53,119
27,54
16,33
34,69
52,117
46,98
37,74
0,0
45,96
23,47
41,83
44,88
7,14
50,113
46,100
30,61
51,114
14,28
32,64
21,43
1,3
42,84
47,107
39,78
28,57
46,102
12,24
48,108
35,71
19,38
46,104
5,11
26,52
33,67
17,34
53,118
34,68
40,81
3,7
24,48
49,111
41,82
10,21
31,62
38,77
46,99
4,8
37,75
21,42
1,2
45,91
8,17
11,22
29,58
44,89
47,106
28,56
15,31
46,101
51,115
18,36
36,72
25,51
32,65
45,93
35,70
9,18
42,85
22,45
43,86
6,12
39,79
13,27
46,103
16,32
52,116
33,66
45,95
2,5
20,41
23,46
40,80
50,112
27,55
30,60
0,1
45,97
17,35
38,76
7,15
24,49
45,90
8,16
14,29
31,63
