0:calibrate rover0 camera2 objective0 waypoint0
1:calibrate rover0 camera2 objective0 waypoint3
2:calibrate rover1 camera0 objective1 waypoint0
3:calibrate rover1 camera0 objective1 waypoint2
4:calibrate rover1 camera0 objective1 waypoint4
5:calibrate rover2 camera1 objective1 waypoint0
6:calibrate rover2 camera1 objective1 waypoint2
7:calibrate rover2 camera1 objective1 waypoint4
8:communicate_image_data rover0 general objective0 colour waypoint0 waypoint1
9:communicate_image_data rover0 general objective0 colour waypoint3 waypoint1
10:communicate_image_data rover0 general objective0 high_res waypoint0 waypoint1
11:communicate_image_data rover0 general objective0 high_res waypoint3 waypoint1
12:communicate_image_data rover0 general objective0 low_res waypoint0 waypoint1
13:communicate_image_data rover0 general objective0 low_res waypoint3 waypoint1
14:communicate_image_data rover0 general objective1 colour waypoint0 waypoint1
15:communicate_image_data rover0 general objective1 colour waypoint3 waypoint1
16:communicate_image_data rover0 general objective1 high_res waypoint0 waypoint1
17:communicate_image_data rover0 general objective1 high_res waypoint3 waypoint1
18:communicate_image_data rover0 general objective1 low_res waypoint0 waypoint1
19:communicate_image_data rover0 general objective1 low_res waypoint3 waypoint1
20:communicate_image_data rover1 general objective0 high_res waypoint0 waypoint1
21:communicate_image_data rover1 general objective0 high_res waypoint2 waypoint1
22:communicate_image_data rover1 general objective0 high_res waypoint4 waypoint1
23:communicate_image_data rover1 general objective1 high_res waypoint0 waypoint1
24:communicate_image_data rover1 general objective1 high_res waypoint2 waypoint1
25:communicate_image_data rover1 general objective1 high_res waypoint4 waypoint1
26:communicate_image_data rover2 general objective0 high_res waypoint0 waypoint1
27:communicate_image_data rover2 general objective0 high_res waypoint2 waypoint1
28:communicate_image_data rover2 general objective0 high_res waypoint3 waypoint1
29:communicate_image_data rover2 general objective0 high_res waypoint4 waypoint1
30:communicate_image_data rover2 general objective0 low_res waypoint0 waypoint1
31:communicate_image_data rover2 general objective0 low_res waypoint2 waypoint1
32:communicate_image_data rover2 general objective0 low_res waypoint3 waypoint1
33:communicate_image_data rover2 general objective0 low_res waypoint4 waypoint1
34:communicate_image_data rover2 general objective1 high_res waypoint0 waypoint1
35:communicate_image_data rover2 general objective1 high_res waypoint2 waypoint1
36:communicate_image_data rover2 general objective1 high_res waypoint3 waypoint1
37:communicate_image_data rover2 general objective1 high_res waypoint4 waypoint1
38:communicate_image_data rover2 general objective1 low_res waypoint0 waypoint1
39:communicate_image_data rover2 general objective1 low_res waypoint2 waypoint1
40:communicate_image_data rover2 general objective1 low_res waypoint3 waypoint1
41:communicate_image_data rover2 general objective1 low_res waypoint4 waypoint1
42:communicate_rock_data rover0 general waypoint1 waypoint0 waypoint1
43:communicate_rock_data rover0 general waypoint1 waypoint3 waypoint1
44:communicate_rock_data rover1 general waypoint1 waypoint0 waypoint1
45:communicate_rock_data rover1 general waypoint1 waypoint2 waypoint1
46:communicate_rock_data rover1 general waypoint1 waypoint4 waypoint1
47:communicate_rock_data rover1 general waypoint4 waypoint0 waypoint1
48:communicate_rock_data rover1 general waypoint4 waypoint2 waypoint1
49:communicate_rock_data rover1 general waypoint4 waypoint4 waypoint1
50:communicate_soil_data rover0 general waypoint1 waypoint0 waypoint1
51:communicate_soil_data rover0 general waypoint1 waypoint3 waypoint1
52:communicate_soil_data rover0 general waypoint3 waypoint0 waypoint1
53:communicate_soil_data rover0 general waypoint3 waypoint3 waypoint1
54:communicate_soil_data rover1 general waypoint1 waypoint0 waypoint1
55:communicate_soil_data rover1 general waypoint1 waypoint2 waypoint1
56:communicate_soil_data rover1 general waypoint1 waypoint4 waypoint1
57:communicate_soil_data rover1 general waypoint2 waypoint0 waypoint1
58:communicate_soil_data rover1 general waypoint2 waypoint2 waypoint1
59:communicate_soil_data rover1 general waypoint2 waypoint4 waypoint1
60:communicate_soil_data rover1 general waypoint4 waypoint0 waypoint1
61:communicate_soil_data rover1 general waypoint4 waypoint2 waypoint1
62:communicate_soil_data rover1 general waypoint4 waypoint4 waypoint1
63:communicate_soil_data rover2 general waypoint1 waypoint0 waypoint1
64:communicate_soil_data rover2 general waypoint1 waypoint2 waypoint1
65:communicate_soil_data rover2 general waypoint1 waypoint3 waypoint1
66:communicate_soil_data rover2 general waypoint1 waypoint4 waypoint1
67:communicate_soil_data rover2 general waypoint2 waypoint0 waypoint1
68:communicate_soil_data rover2 general waypoint2 waypoint2 waypoint1
69:communicate_soil_data rover2 general waypoint2 waypoint3 waypoint1
70:communicate_soil_data rover2 general waypoint2 waypoint4 waypoint1
71:communicate_soil_data rover2 general waypoint3 waypoint0 waypoint1
72:communicate_soil_data rover2 general waypoint3 waypoint2 waypoint1
73:communicate_soil_data rover2 general waypoint3 waypoint3 waypoint1
74:communicate_soil_data rover2 general waypoint3 waypoint4 waypoint1
75:communicate_soil_data rover2 general waypoint4 waypoint0 waypoint1
76:communicate_soil_data rover2 general waypoint4 waypoint2 waypoint1
77:communicate_soil_data rover2 general waypoint4 waypoint3 waypoint1
78:communicate_soil_data rover2 general waypoint4 waypoint4 waypoint1
79:drop rover0 rover0store
80:drop rover1 rover1store
81:drop rover2 rover2store
82:navigate rover0 waypoint0 waypoint1
83:navigate rover0 waypoint1 waypoint0
84:navigate rover0 waypoint1 waypoint3
85:navigate rover0 waypoint3 waypoint1
86:navigate rover1 waypoint0 waypoint1
87:navigate rover1 waypoint1 waypoint0
88:navigate rover1 waypoint1 waypoint2
89:navigate rover1 waypoint1 waypoint4
90:navigate rover1 waypoint2 waypoint1
91:navigate rover1 waypoint4 waypoint1
92:navigate rover2 waypoint0 waypoint1
93:navigate rover2 waypoint1 waypoint0
94:navigate rover2 waypoint1 waypoint2
95:navigate rover2 waypoint1 waypoint3
96:navigate rover2 waypoint1 waypoint4
97:navigate rover2 waypoint2 waypoint1
98:navigate rover2 waypoint3 waypoint1
99:navigate rover2 waypoint4 waypoint1
100:sample_rock rover0 rover0store waypoint1
101:sample_rock rover1 rover1store waypoint1
102:sample_rock rover1 rover1store waypoint4
103:sample_soil rover0 rover0store waypoint1
104:sample_soil rover0 rover0store waypoint3
105:sample_soil rover1 rover1store waypoint1
106:sample_soil rover1 rover1store waypoint2
107:sample_soil rover1 rover1store waypoint4
108:sample_soil rover2 rover2store waypoint1
109:sample_soil rover2 rover2store waypoint2
110:sample_soil rover2 rover2store waypoint3
111:sample_soil rover2 rover2store waypoint4
112:take_image rover0 waypoint0 objective0 camera2 colour
113:take_image rover0 waypoint0 objective0 camera2 high_res
114:take_image rover0 waypoint0 objective0 camera2 low_res
115:take_image rover0 waypoint0 objective1 camera2 colour
116:take_image rover0 waypoint0 objective1 camera2 high_res
117:take_image rover0 waypoint0 objective1 camera2 low_res
118:take_image rover0 waypoint3 objective0 camera2 colour
119:take_image rover0 waypoint3 objective0 camera2 high_res
120:take_image rover0 waypoint3 objective0 camera2 low_res
121:take_image rover1 waypoint0 objective0 camera0 high_res
122:take_image rover1 waypoint0 objective1 camera0 high_res
123:take_image rover1 waypoint2 objective1 camera0 high_res
124:take_image rover1 waypoint4 objective1 camera0 high_res
125:take_image rover2 waypoint0 objective0 camera1 high_res
126:take_image rover2 waypoint0 objective0 camera1 low_res
127:take_image rover2 waypoint0 objective1 camera1 high_res
128:take_image rover2 waypoint0 objective1 camera1 low_res
129:take_image rover2 waypoint2 objective1 camera1 high_res
130:take_image rover2 waypoint2 objective1 camera1 low_res
131:take_image rover2 waypoint3 objective0 camera1 high_res
132:take_image rover2 waypoint3 objective0 camera1 low_res
133:take_image rover2 waypoint4 objective1 camera1 high_res
134:take_image rover2 waypoint4 objective1 camera1 low_res
