source,destination
7,26
3,13
30,73
5,19
2,11
14,40
32,76
21,55
28,69
12,36
29,70
35,83
19,50
0,0
36,84
26,64
33,79
17,46
34,80
0,2
24,60
1,3
8,27
10,33
31,74
38,89
3,12
5,18
37,87
1,5
21,54
8,29
11,34
6,22
28,68
3,14
15,43
18,48
25,63
32,77
35,82
9,30
22,57
13,39
4,15
16,44
12,37
2,8
33,78
20,53
23,58
19,51
7,25
27,67
30,72
26,65
2,10
10,32
17,47
38,88
24,61
1,4
5,20
8,28
14,41
31,75
6,21
15,42
1,6
25,62
22,56
11,35
29,71
6,23
13,38
0,1
18,49
36,85
2,7
20,52
9,31
7,24
4,16
27,66
16,45
34,81
5,17
37,86
2,9
23,59
