0:calibrate satellite0 instrument0 groundstation0
1:calibrate satellite1 instrument1 groundstation4
2:switch_off instrument0 satellite0
3:switch_off instrument1 satellite1
4:switch_on instrument0 satellite0
5:switch_on instrument1 satellite1
6:take_image satellite0 groundstation0 instrument0 infrared1
7:take_image satellite0 groundstation0 instrument0 spectrograph2
8:take_image satellite0 groundstation2 instrument0 infrared1
9:take_image satellite0 groundstation2 instrument0 spectrograph2
10:take_image satellite0 groundstation4 instrument0 infrared1
11:take_image satellite0 groundstation4 instrument0 spectrograph2
12:take_image satellite0 phenomenon6 instrument0 infrared1
13:take_image satellite0 phenomenon6 instrument0 spectrograph2
14:take_image satellite0 phenomenon7 instrument0 infrared1
15:take_image satellite0 phenomenon7 instrument0 spectrograph2
16:take_image satellite0 star1 instrument0 infrared1
17:take_image satellite0 star1 instrument0 spectrograph2
18:take_image satellite0 star3 instrument0 infrared1
19:take_image satellite0 star3 instrument0 spectrograph2
20:take_image satellite0 star5 instrument0 infrared1
21:take_image satellite0 star5 instrument0 spectrograph2
22:take_image satellite1 groundstation0 instrument1 thermograph0
23:take_image satellite1 groundstation2 instrument1 thermograph0
24:take_image satellite1 groundstation4 instrument1 thermograph0
25:take_image satellite1 phenomenon6 instrument1 thermograph0
26:take_image satellite1 phenomenon7 instrument1 thermograph0
27:take_image satellite1 star1 instrument1 thermograph0
28:take_image satellite1 star3 instrument1 thermograph0
29:take_image satellite1 star5 instrument1 thermograph0
30:turn_to satellite0 groundstation0 groundstation2
31:turn_to satellite0 groundstation0 groundstation4
32:turn_to satellite0 groundstation0 phenomenon6
33:turn_to satellite0 groundstation0 phenomenon7
34:turn_to satellite0 groundstation0 star1
35:turn_to satellite0 groundstation0 star3
36:turn_to satellite0 groundstation0 star5
37:turn_to satellite0 groundstation2 groundstation0
38:turn_to satellite0 groundstation2 groundstation4
39:turn_to satellite0 groundstation2 phenomenon6
40:turn_to satellite0 groundstation2 phenomenon7
41:turn_to satellite0 groundstation2 star1
42:turn_to satellite0 groundstation2 star3
43:turn_to satellite0 groundstation2 star5
44:turn_to satellite0 groundstation4 groundstation0
45:turn_to satellite0 groundstation4 groundstation2
46:turn_to satellite0 groundstation4 phenomenon6
47:turn_to satellite0 groundstation4 phenomenon7
48:turn_to satellite0 groundstation4 star1
49:turn_to satellite0 groundstation4 star3
50:turn_to satellite0 groundstation4 star5
51:turn_to satellite0 phenomenon6 groundstation0
52:turn_to satellite0 phenomenon6 groundstation2
53:turn_to satellite0 phenomenon6 groundstation4
54:turn_to satellite0 phenomenon6 phenomenon7
55:turn_to satellite0 phenomenon6 star1
56:turn_to satellite0 phenomenon6 star3
57:turn_to satellite0 phenomenon6 star5
58:turn_to satellite0 phenomenon7 groundstation0
59:turn_to satellite0 phenomenon7 groundstation2
60:turn_to satellite0 phenomenon7 groundstation4
61:turn_to satellite0 phenomenon7 phenomenon6
62:turn_to satellite0 phenomenon7 star1
63:turn_to satellite0 phenomenon7 star3
64:turn_to satellite0 phenomenon7 star5
65:turn_to satellite0 star1 groundstation0
66:turn_to satellite0 star1 groundstation2
67:turn_to satellite0 star1 groundstation4
68:turn_to satellite0 star1 phenomenon6
69:turn_to satellite0 star1 phenomenon7
70:turn_to satellite0 star1 star3
71:turn_to satellite0 star1 star5
72:turn_to satellite0 star3 groundstation0
73:turn_to satellite0 star3 groundstation2
74:turn_to satellite0 star3 groundstation4
75:turn_to satellite0 star3 phenomenon6
76:turn_to satellite0 star3 phenomenon7
77:turn_to satellite0 star3 star1
78:turn_to satellite0 star3 star5
79:turn_to satellite0 star5 groundstation0
80:turn_to satellite0 star5 groundstation2
81:turn_to satellite0 star5 groundstation4
82:turn_to satellite0 star5 phenomenon6
83:turn_to satellite0 star5 phenomenon7
84:turn_to satellite0 star5 star1
85:turn_to satellite0 star5 star3
86:turn_to satellite1 groundstation0 groundstation2
87:turn_to satellite1 groundstation0 groundstation4
88:turn_to satellite1 groundstation0 phenomenon6
89:turn_to satellite1 groundstation0 phenomenon7
90:turn_to satellite1 groundstation0 star1
91:turn_to satellite1 groundstation0 star3
92:turn_to satellite1 groundstation0 star5
93:turn_to satellite1 groundstation2 groundstation0
94:turn_to satellite1 groundstation2 groundstation4
95:turn_to satellite1 groundstation2 phenomenon6
96:turn_to satellite1 groundstation2 phenomenon7
97:turn_to satellite1 groundstation2 star1
98:turn_to satellite1 groundstation2 star3
99:turn_to satellite1 groundstation2 star5
100:turn_to satellite1 groundstation4 groundstation0
101:turn_to satellite1 groundstation4 groundstation2
102:turn_to satellite1 groundstation4 phenomenon6
103:turn_to satellite1 groundstation4 phenomenon7
104:turn_to satellite1 groundstation4 star1
105:turn_to satellite1 groundstation4 star3
106:turn_to satellite1 groundstation4 star5
107:turn_to satellite1 phenomenon6 groundstation0
108:turn_to satellite1 phenomenon6 groundstation2
109:turn_to satellite1 phenomenon6 groundstation4
110:turn_to satellite1 phenomenon6 phenomenon7
111:turn_to satellite1 phenomenon6 star1
112:turn_to satellite1 phenomenon6 star3
113:turn_to satellite1 phenomenon6 star5
114:turn_to satellite1 phenomenon7 groundstation0
115:turn_to satellite1 phenomenon7 groundstation2
116:turn_to satellite1 phenomenon7 groundstation4
117:turn_to satellite1 phenomenon7 phenomenon6
118:turn_to satellite1 phenomenon7 star1
119:turn_to satellite1 phenomenon7 star3
120:turn_to satellite1 phenomenon7 star5
121:turn_to satellite1 star1 groundstation0
122:turn_to satellite1 star1 groundstation2
123:turn_to satellite1 star1 groundstation4
124:turn_to satellite1 star1 phenomenon6
125:turn_to satellite1 star1 phenomenon7
126:turn_to satellite1 star1 star3
127:turn_to satellite1 star1 star5
128:turn_to satellite1 star3 groundstation0
129:turn_to satellite1 star3 groundstation2
130:turn_to satellite1 star3 groundstation4
131:turn_to satellite1 star3 phenomenon6
132:turn_to satellite1 star3 phenomenon7
133:turn_to satellite1 star3 star1
134:turn_to satellite1 star3 star5
135:turn_to satellite1 star5 groundstation0
136:turn_to satellite1 star5 groundstation2
137:turn_to satellite1 star5 groundstation4
138:turn_to satellite1 star5 phenomenon6
139:turn_to satellite1 star5 phenomenon7
140:turn_to satellite1 star5 star1
141:turn_to satellite1 star5 star3
