0,0,0
0,1,1
1,0,2
1,1,3
2,0,4
2,1,5
3,0,6
3,1,7
4,0,8
4,1,9
5,0,10
5,1,11
6,0,12
6,1,13
7,0,14
7,1,15
8,0,16
8,1,17
9,0,18
9,1,19
10,0,20
10,1,21
11,0,22
11,1,23
12,0,24
12,1,25
13,0,26
13,1,27
14,0,28
14,1,29
15,0,30
15,1,31
16,0,32
16,1,33
17,0,34
17,1,35
18,0,36
18,1,37
19,0,38
19,1,39
20,0,40
20,1,41
21,0,42
21,1,43
22,0,44
22,1,45
23,0,46
23,1,47
24,0,48
24,1,49
25,0,50
25,1,51
26,0,52
26,1,53
27,0,54
27,1,55
28,0,56
28,1,57
29,0,58
29,1,59
30,0,60
30,1,61
31,0,62
31,1,63
32,0,64
32,1,65
33,0,66
33,1,67
34,0,68
34,1,69
35,0,70
35,1,71
36,0,72
36,1,73
37,0,74
37,1,75
38,0,76
38,1,77
39,0,78
39,1,79
40,0,80
40,1,81
41,0,82
41,1,83
42,0,84
42,1,85
42,2,86
42,3,87
42,4,88
42,5,89
42,6,90
43,0,91
43,1,92
43,2,93
43,3,94
43,4,95
43,5,96
43,6,97
44,0,98
44,1,99
45,0,100
45,1,101
46,0,102
46,1,103
47,0,104
47,1,105
48,0,106
48,1,107
49,0,108
49,1,109
50,0,110
50,1,111
51,0,112
51,1,113
51,2,114
52,0,115
52,1,116
53,0,117
53,1,118
54,0,119
54,1,120
55,0,121
55,1,122
56,0,123
56,1,124
57,0,125
57,1,126
58,0,127
58,1,128
59,0,129
59,1,130
60,0,131
60,1,132
61,0,133
61,1,134
62,0,135
62,1,136
63,0,137
63,1,138
64,0,139
64,1,140
65,0,141
65,1,142
66,0,143
66,1,144
67,0,145
67,1,146
68,0,147
68,1,148
69,0,149
69,1,150
70,0,151
70,1,152
71,0,153
71,1,154
72,0,155
72,1,156
73,0,157
73,1,158
74,0,159
74,1,160
75,0,161
75,1,162
76,0,163
76,1,164
77,0,165
77,1,166
