source,destination
75,161
55,121
15,30
4,9
72,155
25,50
61,134
5,10
12,25
45,101
22,44
11,23
29,59
68,148
13,26
43,94
19,39
52,115
59,130
3,6
18,37
36,73
2,4
20,40
9,19
26,53
77,165
66,144
10,20
42,89
6,13
43,96
50,111
27,54
56,124
16,33
34,69
37,74
73,158
0,0
57,125
23,47
41,83
47,105
7,14
64,139
71,154
30,61
51,114
48,106
14,28
32,64
21,43
1,3
42,84
43,91
44,99
62,135
39,78
28,57
46,102
12,24
69,149
35,71
42,86
19,38
55,122
76,163
5,11
49,109
67,145
26,52
33,67
42,88
17,34
53,118
56,123
74,159
34,68
63,138
40,81
3,7
24,48
60,132
41,82
70,152
10,21
42,90
47,104
54,119
31,62
38,77
71,153
51,113
4,8
37,75
58,128
61,133
21,42
1,2
8,17
45,100
11,22
29,58
65,142
68,147
43,93
28,56
75,162
15,31
59,129
18,36
36,72
72,156
25,51
32,65
35,70
9,18
42,85
22,45
66,143
62,136
6,12
39,79
13,27
43,95
50,110
46,103
16,32
52,116
49,108
73,157
33,66
69,150
2,5
20,41
42,87
53,117
23,46
77,166
63,137
40,80
43,97
76,164
27,55
60,131
30,60
67,146
0,1
70,151
57,126
17,35
38,76
74,160
7,15
44,98
51,112
58,127
64,140
24,49
48,107
8,16
14,29
65,141
54,120
31,63
43,92
