source,destination
52,104
15,30
4,9
25,50
5,10
12,25
59,146
57,121
22,44
11,23
29,59
67,162
50,100
13,26
19,39
66,160
3,6
18,37
36,73
74,176
59,139
63,155
2,4
20,40
9,19
26,53
57,123
73,174
60,149
10,20
43,87
6,13
70,169
27,54
16,33
34,69
37,74
0,0
71,170
54,108
57,125
23,47
41,83
61,150
44,88
7,14
56,117
65,159
30,61
48,97
68,164
58,138
14,28
32,64
21,43
57,127
1,3
72,173
42,84
55,111
56,119
39,78
28,57
46,93
62,153
49,98
58,131
12,24
57,129
35,71
53,107
69,167
56,112
19,38
5,11
63,154
58,133
26,52
57,122
59,141
33,67
60,148
67,163
17,34
50,101
70,168
56,114
34,68
51,102
40,81
3,7
74,177
24,48
58,135
59,143
64,157
41,82
47,95
10,21
56,116
31,62
38,77
65,158
48,96
4,8
37,75
58,137
21,42
1,2
45,91
59,145
8,17
72,172
61,151
55,110
11,22
29,58
44,89
56,118
28,56
46,92
52,105
15,31
68,165
58,130
18,36
36,72
25,51
32,65
59,147
35,70
53,106
9,18
42,85
22,45
43,86
56,120
6,12
39,79
13,27
66,161
16,32
49,99
58,132
59,140
33,66
2,5
20,41
57,124
73,175
23,46
56,113
40,80
27,55
58,134
30,60
59,142
0,1
64,156
71,171
47,94
54,109
57,126
17,35
56,115
38,76
51,103
7,15
24,49
58,136
62,152
59,144
45,90
8,16
14,29
57,128
31,63
69,166
