source,destination
21,71
7,35
22,81
24,115
22,90
25,123
2,11
5,28
23,98
25,132
23,107
14,49
21,64
21,73
11,44
24,108
3,15
22,83
22,92
4,23
25,125
23,100
12,45
1,8
18,58
21,66
21,75
19,59
0,0
3,17
22,85
23,93
24,122
23,102
21,68
17,55
22,78
0,2
3,19
22,87
5,25
23,95
23,104
10,42
6,29
22,80
22,89
4,20
24,117
23,97
1,5
23,106
2,13
25,134
8,38
11,43
6,31
22,82
22,91
24,110
4,22
15,52
24,119
23,99
1,7
18,57
25,127
25,136
9,39
21,77
3,16
22,84
13,48
24,112
4,24
16,53
23,101
24,121
1,9
25,129
20,62
21,70
3,18
7,34
24,114
23,94
0,4
2,10
5,27
25,131
21,63
17,56
21,72
7,36
24,116
25,124
2,12
25,133
8,37
14,50
21,65
21,74
6,30
24,109
4,21
15,51
24,118
1,6
25,126
2,14
25,135
12,46
21,67
21,76
6,32
13,47
19,60
24,111
0,1
22,86
24,120
25,128
23,103
25,137
20,61
9,40
21,69
10,41
7,33
22,79
24,113
0,3
16,54
22,88
5,26
23,96
25,130
23,105
