0,0,0
0,1,1
1,0,2
1,1,3
2,0,4
2,1,5
3,0,6
3,1,7
4,0,8
4,1,9
5,0,10
5,1,11
6,0,12
6,1,13
7,0,14
7,1,15
8,0,16
8,1,17
9,0,18
9,1,19
10,0,20
10,1,21
11,0,22
11,1,23
12,0,24
12,1,25
13,0,26
13,1,27
14,0,28
14,1,29
15,0,30
15,1,31
16,0,32
16,1,33
17,0,34
17,1,35
18,0,36
18,1,37
19,0,38
19,1,39
20,0,40
20,1,41
21,0,42
21,1,43
22,0,44
22,1,45
23,0,46
23,1,47
24,0,48
24,1,49
25,0,50
25,1,51
26,0,52
26,1,53
27,0,54
27,1,55
28,0,56
28,1,57
29,0,58
29,1,59
30,0,60
30,1,61
31,0,62
31,1,63
32,0,64
32,1,65
33,0,66
33,1,67
34,0,68
34,1,69
35,0,70
35,1,71
36,0,72
36,1,73
36,2,74
36,3,75
36,4,76
36,5,77
36,6,78
37,0,79
37,1,80
37,2,81
37,3,82
37,4,83
37,5,84
37,6,85
38,0,86
38,1,87
39,0,88
39,1,89
40,0,90
40,1,91
41,0,92
41,1,93
42,0,94
42,1,95
43,0,96
43,1,97
44,0,98
44,1,99
45,0,100
45,1,101
45,2,102
46,0,103
46,1,104
47,0,105
47,1,106
48,0,107
48,1,108
49,0,109
49,1,110
50,0,111
50,1,112
51,0,113
51,1,114
52,0,115
52,1,116
53,0,117
53,1,118
54,0,119
54,1,120
55,0,121
55,1,122
56,0,123
56,1,124
57,0,125
57,1,126
58,0,127
58,1,128
59,0,129
59,1,130
60,0,131
60,1,132
61,0,133
61,1,134
62,0,135
62,1,136
63,0,137
63,1,138
64,0,139
64,1,140
65,0,141
65,1,142
66,0,143
66,1,144
