source,destination
38,87
55,121
15,30
4,9
39,88
25,50
61,134
5,10
37,79
12,25
45,101
22,44
11,23
29,59
13,26
19,39
52,115
59,130
3,6
18,37
36,73
37,81
2,4
20,40
49,110
9,19
26,53
66,144
10,20
6,13
43,96
50,111
27,54
56,124
16,33
34,69
36,75
40,91
0,0
37,83
57,125
23,47
41,92
47,105
7,14
64,139
30,61
36,77
51,114
37,85
14,28
32,64
21,43
1,3
44,99
62,135
28,57
12,24
48,108
35,71
42,95
19,38
55,122
39,89
46,104
5,11
37,80
49,109
26,52
33,67
17,34
53,118
56,123
34,68
63,138
3,7
40,90
24,48
60,132
10,21
54,119
31,62
38,86
51,113
4,8
58,128
61,133
21,42
1,2
8,17
45,100
11,22
29,58
47,106
65,142
28,56
15,31
59,129
18,36
36,72
25,51
32,65
35,70
9,18
45,102
22,45
42,94
66,143
62,136
6,12
13,27
46,103
16,32
52,116
36,74
33,66
37,82
2,5
20,41
53,117
23,46
63,137
43,97
50,112
27,55
60,131
30,60
36,76
0,1
37,84
57,126
17,35
41,93
7,15
44,98
58,127
64,140
24,49
36,78
48,107
8,16
14,29
65,141
54,120
31,63
