0:drive truck0 depot0 distributor0
1:drive truck0 depot0 distributor1
2:drive truck0 distributor0 depot0
3:drive truck0 distributor0 distributor1
4:drive truck0 distributor1 depot0
5:drive truck0 distributor1 distributor0
6:drive truck1 depot0 distributor0
7:drive truck1 depot0 distributor1
8:drive truck1 distributor0 depot0
9:drive truck1 distributor0 distributor1
10:drive truck1 distributor1 depot0
11:drive truck1 distributor1 distributor0
12:drop hoist0 crate0 crate1 depot0
13:drop hoist0 crate0 crate2 depot0
14:drop hoist0 crate0 crate3 depot0
15:drop hoist0 crate0 crate4 depot0
16:drop hoist0 crate0 crate5 depot0
17:drop hoist0 crate0 pallet0 depot0
18:drop hoist0 crate1 crate0 depot0
19:drop hoist0 crate1 crate2 depot0
20:drop hoist0 crate1 crate3 depot0
21:drop hoist0 crate1 crate4 depot0
22:drop hoist0 crate1 crate5 depot0
23:drop hoist0 crate1 pallet0 depot0
24:drop hoist0 crate2 crate0 depot0
25:drop hoist0 crate2 crate1 depot0
26:drop hoist0 crate2 crate3 depot0
27:drop hoist0 crate2 crate4 depot0
28:drop hoist0 crate2 crate5 depot0
29:drop hoist0 crate2 pallet0 depot0
30:drop hoist0 crate3 crate0 depot0
31:drop hoist0 crate3 crate1 depot0
32:drop hoist0 crate3 crate2 depot0
33:drop hoist0 crate3 crate4 depot0
34:drop hoist0 crate3 crate5 depot0
35:drop hoist0 crate3 pallet0 depot0
36:drop hoist0 crate4 crate0 depot0
37:drop hoist0 crate4 crate1 depot0
38:drop hoist0 crate4 crate2 depot0
39:drop hoist0 crate4 crate3 depot0
40:drop hoist0 crate4 crate5 depot0
41:drop hoist0 crate4 pallet0 depot0
42:drop hoist0 crate5 crate0 depot0
43:drop hoist0 crate5 crate1 depot0
44:drop hoist0 crate5 crate2 depot0
45:drop hoist0 crate5 crate3 depot0
46:drop hoist0 crate5 crate4 depot0
47:drop hoist0 crate5 pallet0 depot0
48:drop hoist1 crate0 crate1 distributor0
49:drop hoist1 crate0 crate2 distributor0
50:drop hoist1 crate0 crate3 distributor0
51:drop hoist1 crate0 crate4 distributor0
52:drop hoist1 crate0 crate5 distributor0
53:drop hoist1 crate0 pallet1 distributor0
54:drop hoist1 crate1 crate0 distributor0
55:drop hoist1 crate1 crate2 distributor0
56:drop hoist1 crate1 crate3 distributor0
57:drop hoist1 crate1 crate4 distributor0
58:drop hoist1 crate1 crate5 distributor0
59:drop hoist1 crate1 pallet1 distributor0
60:drop hoist1 crate2 crate0 distributor0
61:drop hoist1 crate2 crate1 distributor0
62:drop hoist1 crate2 crate3 distributor0
63:drop hoist1 crate2 crate4 distributor0
64:drop hoist1 crate2 crate5 distributor0
65:drop hoist1 crate2 pallet1 distributor0
66:drop hoist1 crate3 crate0 distributor0
67:drop hoist1 crate3 crate1 distributor0
68:drop hoist1 crate3 crate2 distributor0
69:drop hoist1 crate3 crate4 distributor0
70:drop hoist1 crate3 crate5 distributor0
71:drop hoist1 crate3 pallet1 distributor0
72:drop hoist1 crate4 crate0 distributor0
73:drop hoist1 crate4 crate1 distributor0
74:drop hoist1 crate4 crate2 distributor0
75:drop hoist1 crate4 crate3 distributor0
76:drop hoist1 crate4 crate5 distributor0
77:drop hoist1 crate4 pallet1 distributor0
78:drop hoist1 crate5 crate0 distributor0
79:drop hoist1 crate5 crate1 distributor0
80:drop hoist1 crate5 crate2 distributor0
81:drop hoist1 crate5 crate3 distributor0
82:drop hoist1 crate5 crate4 distributor0
83:drop hoist1 crate5 pallet1 distributor0
84:drop hoist2 crate0 crate1 distributor1
85:drop hoist2 crate0 crate2 distributor1
86:drop hoist2 crate0 crate3 distributor1
87:drop hoist2 crate0 crate4 distributor1
88:drop hoist2 crate0 crate5 distributor1
89:drop hoist2 crate0 pallet2 distributor1
90:drop hoist2 crate1 crate0 distributor1
91:drop hoist2 crate1 crate2 distributor1
92:drop hoist2 crate1 crate3 distributor1
93:drop hoist2 crate1 crate4 distributor1
94:drop hoist2 crate1 crate5 distributor1
95:drop hoist2 crate1 pallet2 distributor1
96:drop hoist2 crate2 crate0 distributor1
97:drop hoist2 crate2 crate1 distributor1
98:drop hoist2 crate2 crate3 distributor1
99:drop hoist2 crate2 crate4 distributor1
100:drop hoist2 crate2 crate5 distributor1
101:drop hoist2 crate2 pallet2 distributor1
102:drop hoist2 crate3 crate0 distributor1
103:drop hoist2 crate3 crate1 distributor1
104:drop hoist2 crate3 crate2 distributor1
105:drop hoist2 crate3 crate4 distributor1
106:drop hoist2 crate3 crate5 distributor1
107:drop hoist2 crate3 pallet2 distributor1
108:drop hoist2 crate4 crate0 distributor1
109:drop hoist2 crate4 crate1 distributor1
110:drop hoist2 crate4 crate2 distributor1
111:drop hoist2 crate4 crate3 distributor1
112:drop hoist2 crate4 crate5 distributor1
113:drop hoist2 crate4 pallet2 distributor1
114:drop hoist2 crate5 crate0 distributor1
115:drop hoist2 crate5 crate1 distributor1
116:drop hoist2 crate5 crate2 distributor1
117:drop hoist2 crate5 crate3 distributor1
118:drop hoist2 crate5 crate4 distributor1
119:drop hoist2 crate5 pallet2 distributor1
120:lift hoist0 crate0 crate1 depot0
121:lift hoist0 crate0 crate2 depot0
122:lift hoist0 crate0 crate3 depot0
123:lift hoist0 crate0 crate4 depot0
124:lift hoist0 crate0 crate5 depot0
125:lift hoist0 crate0 pallet0 depot0
126:lift hoist0 crate0 pallet1 depot0
127:lift hoist0 crate0 pallet2 depot0
128:lift hoist0 crate1 crate0 depot0
129:lift hoist0 crate1 crate2 depot0
130:lift hoist0 crate1 crate3 depot0
131:lift hoist0 crate1 crate4 depot0
132:lift hoist0 crate1 crate5 depot0
133:lift hoist0 crate1 pallet0 depot0
134:lift hoist0 crate1 pallet1 depot0
135:lift hoist0 crate1 pallet2 depot0
136:lift hoist0 crate2 crate0 depot0
137:lift hoist0 crate2 crate1 depot0
138:lift hoist0 crate2 crate3 depot0
139:lift hoist0 crate2 crate4 depot0
140:lift hoist0 crate2 crate5 depot0
141:lift hoist0 crate2 pallet0 depot0
142:lift hoist0 crate2 pallet1 depot0
143:lift hoist0 crate2 pallet2 depot0
144:lift hoist0 crate3 crate0 depot0
145:lift hoist0 crate3 crate1 depot0
146:lift hoist0 crate3 crate2 depot0
147:lift hoist0 crate3 crate4 depot0
148:lift hoist0 crate3 crate5 depot0
149:lift hoist0 crate3 pallet0 depot0
150:lift hoist0 crate3 pallet1 depot0
151:lift hoist0 crate3 pallet2 depot0
152:lift hoist0 crate4 crate0 depot0
153:lift hoist0 crate4 crate1 depot0
