0:drive truck0 depot0 distributor0
1:drive truck0 depot0 distributor1
2:drive truck0 distributor0 depot0
3:drive truck0 distributor0 distributor1
4:drive truck0 distributor1 depot0
5:drive truck0 distributor1 distributor0
6:drive truck1 depot0 distributor0
7:drive truck1 depot0 distributor1
8:drive truck1 distributor0 depot0
9:drive truck1 distributor0 distributor1
10:drive truck1 distributor1 depot0
11:drive truck1 distributor1 distributor0
12:drop hoist0 crate0 crate1 depot0
13:drop hoist0 crate0 crate2 depot0
14:drop hoist0 crate0 crate3 depot0
15:drop hoist0 crate0 crate4 depot0
16:drop hoist0 crate0 pallet0 depot0
17:drop hoist0 crate1 crate0 depot0
18:drop hoist0 crate1 crate2 depot0
19:drop hoist0 crate1 crate3 depot0
20:drop hoist0 crate1 crate4 depot0
21:drop hoist0 crate1 pallet0 depot0
22:drop hoist0 crate2 crate0 depot0
23:drop hoist0 crate2 crate1 depot0
24:drop hoist0 crate2 crate3 depot0
25:drop hoist0 crate2 crate4 depot0
26:drop hoist0 crate2 pallet0 depot0
27:drop hoist0 crate3 crate0 depot0
28:drop hoist0 crate3 crate1 depot0
29:drop hoist0 crate3 crate2 depot0
30:drop hoist0 crate3 crate4 depot0
31:drop hoist0 crate3 pallet0 depot0
32:drop hoist0 crate4 crate0 depot0
33:drop hoist0 crate4 crate1 depot0
34:drop hoist0 crate4 crate2 depot0
35:drop hoist0 crate4 crate3 depot0
36:drop hoist0 crate4 pallet0 depot0
37:drop hoist1 crate0 crate1 distributor0
38:drop hoist1 crate0 crate2 distributor0
39:drop hoist1 crate0 crate3 distributor0
40:drop hoist1 crate0 crate4 distributor0
41:drop hoist1 crate0 pallet1 distributor0
42:drop hoist1 crate1 crate0 distributor0
43:drop hoist1 crate1 crate2 distributor0
44:drop hoist1 crate1 crate3 distributor0
45:drop hoist1 crate1 crate4 distributor0
46:drop hoist1 crate1 pallet1 distributor0
47:drop hoist1 crate2 crate0 distributor0
48:drop hoist1 crate2 crate1 distributor0
49:drop hoist1 crate2 crate3 distributor0
50:drop hoist1 crate2 crate4 distributor0
51:drop hoist1 crate2 pallet1 distributor0
52:drop hoist1 crate3 crate0 distributor0
53:drop hoist1 crate3 crate1 distributor0
54:drop hoist1 crate3 crate2 distributor0
55:drop hoist1 crate3 crate4 distributor0
56:drop hoist1 crate3 pallet1 distributor0
57:drop hoist1 crate4 crate0 distributor0
58:drop hoist1 crate4 crate1 distributor0
59:drop hoist1 crate4 crate2 distributor0
60:drop hoist1 crate4 crate3 distributor0
61:drop hoist1 crate4 pallet1 distributor0
62:drop hoist2 crate0 crate1 distributor1
63:drop hoist2 crate0 crate2 distributor1
64:drop hoist2 crate0 crate3 distributor1
65:drop hoist2 crate0 crate4 distributor1
66:drop hoist2 crate0 pallet2 distributor1
67:drop hoist2 crate1 crate0 distributor1
68:drop hoist2 crate1 crate2 distributor1
69:drop hoist2 crate1 crate3 distributor1
70:drop hoist2 crate1 crate4 distributor1
71:drop hoist2 crate1 pallet2 distributor1
72:drop hoist2 crate2 crate0 distributor1
73:drop hoist2 crate2 crate1 distributor1
74:drop hoist2 crate2 crate3 distributor1
75:drop hoist2 crate2 crate4 distributor1
76:drop hoist2 crate2 pallet2 distributor1
77:drop hoist2 crate3 crate0 distributor1
78:drop hoist2 crate3 crate1 distributor1
79:drop hoist2 crate3 crate2 distributor1
80:drop hoist2 crate3 crate4 distributor1
81:drop hoist2 crate3 pallet2 distributor1
82:drop hoist2 crate4 crate0 distributor1
83:drop hoist2 crate4 crate1 distributor1
84:drop hoist2 crate4 crate2 distributor1
85:drop hoist2 crate4 crate3 distributor1
86:drop hoist2 crate4 pallet2 distributor1
87:lift hoist0 crate0 crate1 depot0
88:lift hoist0 crate0 crate2 depot0
89:lift hoist0 crate0 crate3 depot0
90:lift hoist0 crate0 crate4 depot0
91:lift hoist0 crate0 pallet0 depot0
92:lift hoist0 crate0 pallet1 depot0
93:lift hoist0 crate0 pallet2 depot0
94:lift hoist0 crate1 crate0 depot0
95:lift hoist0 crate1 crate2 depot0
96:lift hoist0 crate1 crate3 depot0
97:lift hoist0 crate1 crate4 depot0
98:lift hoist0 crate1 pallet0 depot0
99:lift hoist0 crate1 pallet1 depot0
100:lift hoist0 crate1 pallet2 depot0
101:lift hoist0 crate2 crate0 depot0
102:lift hoist0 crate2 crate1 depot0
103:lift hoist0 crate2 crate3 depot0
104:lift hoist0 crate2 crate4 depot0
105:lift hoist0 crate2 pallet0 depot0
106:lift hoist0 crate2 pallet1 depot0
107:lift hoist0 crate2 pallet2 depot0
108:lift hoist0 crate3 crate0 depot0
109:lift hoist0 crate3 crate1 depot0
110:lift hoist0 crate3 crate2 depot0
111:lift hoist0 crate3 crate4 depot0
112:lift hoist0 crate3 pallet0 depot0
113:lift hoist0 crate3 pallet1 depot0
114:lift hoist0 crate3 pallet2 depot0
115:lift hoist0 crate4 crate0 depot0
116:lift hoist0 crate4 crate1 depot0
117:lift hoist0 crate4 crate2 depot0
118:lift hoist0 crate4 crate3 depot0
119:lift hoist0 crate4 pallet0 depot0
120:lift hoist0 crate4 pallet1 depot0
121:lift hoist0 crate4 pallet2 depot0
122:lift hoist1 crate0 crate1 distributor0
123:lift hoist1 crate0 crate2 distributor0
124:lift hoist1 crate0 crate3 distributor0
125:lift hoist1 crate0 crate4 distributor0
126:lift hoist1 crate0 pallet0 distributor0
127:lift hoist1 crate0 pallet1 distributor0
128:lift hoist1 crate0 pallet2 distributor0
129:lift hoist1 crate1 crate0 distributor0
130:lift hoist1 crate1 crate2 distributor0
131:lift hoist1 crate1 crate3 distributor0
132:lift hoist1 crate1 crate4 distributor0
133:lift hoist1 crate1 pallet0 distributor0
134:lift hoist1 crate1 pallet1 distributor0
135:lift hoist1 crate1 pallet2 distributor0
136:lift hoist1 crate2 crate0 distributor0
137:lift hoist1 crate2 crate1 distributor0
138:lift hoist1 crate2 crate3 distributor0
139:lift hoist1 crate2 crate4 distributor0
140:lift hoist1 crate2 pallet0 distributor0
141:lift hoist1 crate2 pallet1 distributor0
142:lift hoist1 crate2 pallet2 distributor0
143:lift hoist1 crate3 crate0 distributor0
144:lift hoist1 crate3 crate1 distributor0
145:lift hoist1 crate3 crate2 distributor0
146:lift hoist1 crate3 crate4 distributor0
147:lift hoist1 crate3 pallet0 distributor0
148:lift hoist1 crate3 pallet1 distributor0
149:lift hoist1 crate3 pallet2 distributor0
150:lift hoist1 crate4 crate0 distributor0
151:lift hoist1 crate4 crate1 distributor0
152:lift hoist1 crate4 crate2 distributor0
