0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot1 depot0
3:drive truck0 depot1 distributor0
4:drive truck0 distributor0 depot0
5:drive truck0 distributor0 depot1
6:drive truck1 depot0 depot1
7:drive truck1 depot0 distributor0
8:drive truck1 depot1 depot0
9:drive truck1 depot1 distributor0
10:drive truck1 distributor0 depot0
11:drive truck1 distributor0 depot1
12:drive truck2 depot0 depot1
13:drive truck2 depot0 distributor0
14:drive truck2 depot1 depot0
15:drive truck2 depot1 distributor0
16:drive truck2 distributor0 depot0
17:drive truck2 distributor0 depot1
18:drop hoist0 crate0 crate1 depot0
19:drop hoist0 crate0 crate2 depot0
20:drop hoist0 crate0 crate3 depot0
21:drop hoist0 crate0 crate4 depot0
22:drop hoist0 crate0 crate5 depot0
23:drop hoist0 crate0 pallet0 depot0
24:drop hoist0 crate1 crate0 depot0
25:drop hoist0 crate1 crate2 depot0
26:drop hoist0 crate1 crate3 depot0
27:drop hoist0 crate1 crate4 depot0
28:drop hoist0 crate1 crate5 depot0
29:drop hoist0 crate1 pallet0 depot0
30:drop hoist0 crate2 crate0 depot0
31:drop hoist0 crate2 crate1 depot0
32:drop hoist0 crate2 crate3 depot0
33:drop hoist0 crate2 crate4 depot0
34:drop hoist0 crate2 crate5 depot0
35:drop hoist0 crate2 pallet0 depot0
36:drop hoist0 crate3 crate0 depot0
37:drop hoist0 crate3 crate1 depot0
38:drop hoist0 crate3 crate2 depot0
39:drop hoist0 crate3 crate4 depot0
40:drop hoist0 crate3 crate5 depot0
41:drop hoist0 crate3 pallet0 depot0
42:drop hoist0 crate4 crate0 depot0
43:drop hoist0 crate4 crate1 depot0
44:drop hoist0 crate4 crate2 depot0
45:drop hoist0 crate4 crate3 depot0
46:drop hoist0 crate4 crate5 depot0
47:drop hoist0 crate4 pallet0 depot0
48:drop hoist0 crate5 crate0 depot0
49:drop hoist0 crate5 crate1 depot0
50:drop hoist0 crate5 crate2 depot0
51:drop hoist0 crate5 crate3 depot0
52:drop hoist0 crate5 crate4 depot0
53:drop hoist0 crate5 pallet0 depot0
54:drop hoist1 crate0 crate1 depot1
55:drop hoist1 crate0 crate2 depot1
56:drop hoist1 crate0 crate3 depot1
57:drop hoist1 crate0 crate4 depot1
58:drop hoist1 crate0 crate5 depot1
59:drop hoist1 crate0 pallet1 depot1
60:drop hoist1 crate1 crate0 depot1
61:drop hoist1 crate1 crate2 depot1
62:drop hoist1 crate1 crate3 depot1
63:drop hoist1 crate1 crate4 depot1
64:drop hoist1 crate1 crate5 depot1
65:drop hoist1 crate1 pallet1 depot1
66:drop hoist1 crate2 crate0 depot1
67:drop hoist1 crate2 crate1 depot1
68:drop hoist1 crate2 crate3 depot1
69:drop hoist1 crate2 crate4 depot1
70:drop hoist1 crate2 crate5 depot1
71:drop hoist1 crate2 pallet1 depot1
72:drop hoist1 crate3 crate0 depot1
73:drop hoist1 crate3 crate1 depot1
74:drop hoist1 crate3 crate2 depot1
75:drop hoist1 crate3 crate4 depot1
76:drop hoist1 crate3 crate5 depot1
77:drop hoist1 crate3 pallet1 depot1
78:drop hoist1 crate4 crate0 depot1
79:drop hoist1 crate4 crate1 depot1
80:drop hoist1 crate4 crate2 depot1
81:drop hoist1 crate4 crate3 depot1
82:drop hoist1 crate4 crate5 depot1
83:drop hoist1 crate4 pallet1 depot1
