0:buy truck1 goods1 market1 level0 level1 level0 level1
1:buy truck1 goods1 market1 level0 level1 level1 level2
2:buy truck1 goods1 market3 level0 level1 level0 level1
3:buy truck1 goods1 market3 level0 level1 level1 level2
4:buy truck1 goods2 market2 level0 level1 level0 level1
5:buy truck1 goods2 market2 level0 level1 level1 level2
6:buy truck1 goods2 market3 level0 level1 level0 level1
7:buy truck1 goods2 market3 level0 level1 level1 level2
8:buy truck1 goods3 market1 level0 level1 level0 level1
9:buy truck1 goods3 market1 level0 level1 level1 level2
10:buy truck1 goods3 market3 level0 level1 level0 level1
11:buy truck1 goods3 market3 level0 level1 level1 level2
12:buy truck1 goods4 market1 level0 level1 level0 level1
13:buy truck1 goods4 market1 level0 level1 level1 level2
14:buy truck1 goods4 market2 level0 level1 level0 level1
15:buy truck1 goods4 market2 level0 level1 level1 level2
16:buy truck1 goods5 market1 level0 level1 level0 level1
17:buy truck1 goods5 market1 level0 level1 level1 level2
18:buy truck1 goods5 market2 level0 level1 level0 level1
19:buy truck1 goods5 market2 level0 level1 level1 level2
20:buy truck1 goods6 market3 level0 level1 level0 level1
21:buy truck1 goods6 market3 level0 level1 level1 level2
22:buy truck1 goods6 market4 level0 level1 level0 level1
23:buy truck1 goods6 market4 level0 level1 level1 level2
24:buy truck2 goods1 market1 level0 level1 level0 level1
25:buy truck2 goods1 market1 level0 level1 level1 level2
26:buy truck2 goods1 market3 level0 level1 level0 level1
27:buy truck2 goods1 market3 level0 level1 level1 level2
28:buy truck2 goods2 market2 level0 level1 level0 level1
29:buy truck2 goods2 market2 level0 level1 level1 level2
30:buy truck2 goods2 market3 level0 level1 level0 level1
31:buy truck2 goods2 market3 level0 level1 level1 level2
32:buy truck2 goods3 market1 level0 level1 level0 level1
33:buy truck2 goods3 market1 level0 level1 level1 level2
34:buy truck2 goods3 market3 level0 level1 level0 level1
35:buy truck2 goods3 market3 level0 level1 level1 level2
36:buy truck2 goods4 market1 level0 level1 level0 level1
37:buy truck2 goods4 market1 level0 level1 level1 level2
38:buy truck2 goods4 market2 level0 level1 level0 level1
39:buy truck2 goods4 market2 level0 level1 level1 level2
40:buy truck2 goods5 market1 level0 level1 level0 level1
41:buy truck2 goods5 market1 level0 level1 level1 level2
42:buy truck2 goods5 market2 level0 level1 level0 level1
43:buy truck2 goods5 market2 level0 level1 level1 level2
44:buy truck2 goods6 market3 level0 level1 level0 level1
45:buy truck2 goods6 market3 level0 level1 level1 level2
46:buy truck2 goods6 market4 level0 level1 level0 level1
47:buy truck2 goods6 market4 level0 level1 level1 level2
48:drive truck1 depot1 market8
49:drive truck1 depot2 market7
50:drive truck1 market1 market2
51:drive truck1 market1 market3
52:drive truck1 market1 market4
53:drive truck1 market1 market5
54:drive truck1 market1 market6
55:drive truck1 market1 market8
56:drive truck1 market2 market1
57:drive truck1 market2 market4
58:drive truck1 market2 market5
59:drive truck1 market2 market7
60:drive truck1 market2 market8
61:drive truck1 market3 market1
62:drive truck1 market3 market5
63:drive truck1 market3 market8
64:drive truck1 market4 market1
65:drive truck1 market4 market2
66:drive truck1 market4 market6
67:drive truck1 market4 market7
68:drive truck1 market4 market8
69:drive truck1 market5 market1
70:drive truck1 market5 market2
71:drive truck1 market5 market3
72:drive truck1 market5 market6
73:drive truck1 market5 market7
74:drive truck1 market5 market8
75:drive truck1 market6 market1
76:drive truck1 market6 market4
77:drive truck1 market6 market5
78:drive truck1 market6 market7
79:drive truck1 market6 market8
80:drive truck1 market7 depot2
81:drive truck1 market7 market2
82:drive truck1 market7 market4
83:drive truck1 market7 market5
84:drive truck1 market7 market6
85:drive truck1 market7 market8
86:drive truck1 market8 depot1
87:drive truck1 market8 market1
88:drive truck1 market8 market2
89:drive truck1 market8 market3
90:drive truck1 market8 market4
91:drive truck1 market8 market5
92:drive truck1 market8 market6
93:drive truck1 market8 market7
94:drive truck2 depot1 market8
95:drive truck2 depot2 market7
96:drive truck2 market1 market2
97:drive truck2 market1 market3
98:drive truck2 market1 market4
99:drive truck2 market1 market5
100:drive truck2 market1 market6
101:drive truck2 market1 market8
102:drive truck2 market2 market1
103:drive truck2 market2 market4
104:drive truck2 market2 market5
105:drive truck2 market2 market7
106:drive truck2 market2 market8
107:drive truck2 market3 market1
108:drive truck2 market3 market5
109:drive truck2 market3 market8
110:drive truck2 market4 market1
111:drive truck2 market4 market2
112:drive truck2 market4 market6
113:drive truck2 market4 market7
114:drive truck2 market4 market8
115:drive truck2 market5 market1
116:drive truck2 market5 market2
117:drive truck2 market5 market3
118:drive truck2 market5 market6
119:drive truck2 market5 market7
120:drive truck2 market5 market8
121:drive truck2 market6 market1
122:drive truck2 market6 market4
123:drive truck2 market6 market5
124:drive truck2 market6 market7
125:drive truck2 market6 market8
126:drive truck2 market7 depot2
127:drive truck2 market7 market2
128:drive truck2 market7 market4
129:drive truck2 market7 market5
130:drive truck2 market7 market6
131:drive truck2 market7 market8
132:drive truck2 market8 depot1
133:drive truck2 market8 market1
134:drive truck2 market8 market2
135:drive truck2 market8 market3
136:drive truck2 market8 market4
137:drive truck2 market8 market5
138:drive truck2 market8 market6
139:drive truck2 market8 market7
