source,destination
6,18
27,59
16,38
34,74
37,79
23,52
41,88
7,19
30,66
14,33
32,69
21,48
38,82
39,83
28,62
3,8
0,0
5,14
12,29
29,63
35,76
19,43
36,77
0,2
26,57
1,3
33,72
17,39
34,73
40,86
4,11
24,53
1,5
41,87
10,26
31,67
37,80
21,47
2,6
8,22
11,27
28,61
15,36
5,13
18,41
25,56
32,70
35,75
9,23
22,50
6,17
39,84
13,32
3,9
16,37
12,30
33,71
20,46
23,51
19,44
40,85
4,10
27,60
30,65
26,58
1,4
10,25
17,40
38,81
7,20
4,12
24,54
8,21
14,34
31,68
15,35
25,55
0,1
5,15
2,7
22,49
11,28
29,64
6,16
13,31
18,42
36,78
20,45
9,24
