source,destination,type_pre_eff,type_eff_eff,label
4,9,True,True,True
7,9,True,False,True
6,8,True,False,True
0,8,True,True,True
3,5,True,True,False
5,3,True,True,False
4,5,True,True,True
5,4,True,True,True
2,0,True,True,True
0,2,True,True,True
2,1,True,True,False
1,2,True,True,False
9,4,False,True,True
9,5,False,True,True
5,9,True,True,True
2,8,True,True,True
8,2,False,True,True
8,0,False,True,True
9,10,True,False,True
4,10,True,False,True
7,10,True,False,True
6,10,True,False,True
8,10,True,False,True
0,10,True,False,True
