source,destination
41,104
15,30
4,9
41,113
42,121
25,50
5,10
42,130
12,25
22,44
11,23
29,59
43,140
43,149
13,26
50,164
19,39
41,106
41,115
3,6
18,37
36,73
42,123
42,132
2,4
20,40
9,19
26,53
43,142
10,20
6,13
43,151
41,99
41,108
27,54
16,33
34,69
42,116
37,74
40,91
0,0
42,125
43,135
23,47
43,144
7,14
41,101
44,152
41,110
40,84
42,118
30,61
40,93
48,161
14,28
32,64
21,43
1,3
43,137
43,146
41,103
39,78
28,57
46,157
40,86
42,120
40,95
12,24
49,162
35,71
43,139
43,148
19,38
40,88
5,11
40,97
26,52
33,67
43,141
17,34
50,165
34,68
40,81
51,166
3,7
40,90
24,48
42,127
43,134
43,143
10,21
47,159
31,62
38,77
40,83
4,8
37,75
40,92
41,112
48,160
21,42
42,129
1,2
8,17
43,136
45,155
11,22
29,58
44,153
28,56
41,105
40,85
15,31
46,156
41,114
40,94
18,36
36,72
42,122
25,51
32,65
42,131
35,70
9,18
22,45
6,12
39,79
41,98
13,27
43,150
41,107
40,87
16,32
40,96
49,163
42,124
33,66
42,133
2,5
20,41
23,46
41,100
40,80
41,109
27,55
40,89
42,117
30,60
42,126
0,1
47,158
17,35
43,145
38,76
7,15
40,82
41,102
51,167
41,111
24,49
42,119
42,128
8,16
45,154
14,29
43,138
31,63
43,147
