source,destination
6,18
21,71
13,33
19,46
16,38
19,55
24,106
22,81
24,115
22,90
23,98
20,56
10,27
21,73
19,48
24,108
22,83
23,100
20,58
21,75
7,21
19,50
0,0
22,85
23,93
14,35
23,102
21,68
19,52
3,10
0,2
5,16
22,87
12,31
23,95
1,3
20,65
19,45
19,54
22,80
22,89
23,97
1,5
10,26
17,41
20,67
19,47
22,82
4,13
22,91
24,110
23,99
2,6
8,22
20,60
19,49
21,77
15,36
22,84
24,112
23,92
23,101
2,8
11,29
20,62
19,51
21,70
13,32
3,9
21,79
24,105
12,30
24,114
18,43
23,94
9,25
20,64
19,44
6,19
21,72
3,11
16,39
24,107
1,4
20,57
17,40
20,66
21,74
7,20
4,12
24,109
14,34
20,59
21,76
4,14
24,111
0,1
5,15
22,86
2,7
8,23
23,103
11,28
20,61
21,69
21,78
15,37
19,53
24,104
24,113
18,42
22,88
5,17
23,96
9,24
20,63
