source,destination
24,88
25,96
27,123
7,35
30,174
19,64
27,132
30,183
28,140
2,11
5,28
28,149
24,81
8,39
25,89
10,45
25,98
17,60
27,125
7,37
30,176
3,15
27,134
29,162
4,23
28,142
26,117
28,151
1,8
24,74
24,83
8,41
25,91
30,169
25,100
27,127
30,178
0,0
3,17
6,34
27,136
29,155
29,164
28,144
15,55
26,119
24,76
21,68
24,85
25,93
22,69
30,171
25,102
11,48
27,129
30,180
0,2
3,19
28,137
13,51
29,157
5,25
26,112
28,146
29,166
12,49
18,62
24,78
24,87
20,65
9,44
25,95
27,122
30,173
25,104
19,63
30,182
29,159
4,20
26,105
28,139
29,168
26,114
1,5
16,58
2,13
24,80
25,97
17,59
30,175
23,72
6,31
30,184
29,161
4,22
26,107
26,116
1,7
24,73
24,82
8,40
25,90
14,53
25,99
30,177
3,16
6,33
29,154
29,163
4,24
26,109
26,118
1,9
24,75
8,42
25,92
30,170
11,47
30,179
3,18
29,156
27,131
26,111
29,165
15,56
0,4
26,120
2,10
5,27
18,61
28,148
9,43
22,70
30,172
27,124
7,36
13,52
29,158
27,133
26,113
16,57
28,141
2,12
5,29
28,150
20,66
23,71
6,30
10,46
27,126
4,21
7,38
26,106
29,160
27,135
26,115
1,6
28,143
2,14
28,152
21,67
24,84
6,32
29,153
25,101
27,128
26,108
0,1
28,145
24,77
14,54
24,86
25,94
27,121
25,103
27,130
26,110
30,181
0,3
28,138
5,26
28,147
29,167
12,50
24,79
