source,destination
617,1249
334,668
266,533
617,1285
269,538
619,1474
618,1366
538,1077
619,1559
176,352
473,947
621,1785
620,1640
638,2103
111,222
409,819
623,1974
641,2108
622,1866
474,948
43,87
406,813
620,1676
617,1262
315,631
251,503
316,632
614,1229
621,1762
549,1099
619,1572
588,1176
622,1843
618,1464
620,1653
523,1046
617,1239
459,918
28,57
93,186
391,783
623,2072
456,912
621,1739
365,730
619,1549
618,1441
301,602
621,1775
233,467
620,1630
236,472
622,1856
599,1198
168,337
505,1011
617,1252
623,2049
634,2095
622,1941
440,881
78,156
376,753
441,882
10,21
373,747
621,1752
619,1562
282,565
618,1454
620,1643
283,566
581,1163
584,1168
153,307
218,436
516,1033
623,2062
555,1110
621,1729
617,1350
490,980
619,1539
63,126
618,1431
426,852
60,120
358,717
620,1620
293,587
617,1242
332,664
623,2039
264,529
622,1931
565,1131
200,401
617,1327
203,406
619,1516
566,1132
135,271
618,1408
621,1742
498,997
472,945
620,1597
619,1552
618,1444
407,815
621,1827
620,1633
45,90
343,687
623,2016
408,816
622,1908
620,1663
623,2052
622,1944
249,499
612,1225
621,1719
617,1340
615,1230
619,1529
618,1421
551,1102
120,241
620,1610
185,370
483,967
548,1096
457,914
26,53
623,2029
622,1921
393,786
617,1317
27,54
325,651
619,1506
618,1398
260,521
299,598
597,1195
231,463
532,1065
621,1817
167,335
623,2006
170,340
468,937
622,1898
533,1066
102,205
632,2091
465,931
620,1708
617,1294
619,1483
76,152
374,749
618,1375
617,1330
12,24
619,1519
375,750
618,1411
620,1600
310,620
608,1217
623,1983
216,433
621,1830
579,1159
620,1685
582,1164
151,303
623,2019
622,1911
518,1036
87,175
617,1307
152,304
450,901
515,1030
619,1496
618,1388
385,771
424,848
356,713
621,1807
292,585
623,1996
295,590
622,1888
227,455
590,1181
620,1698
266,532
564,1129
617,1284
499,999
618,1365
137,274
500,1000
69,139
432,865
621,1784
435,870
623,1973
622,1865
43,86
341,683
621,1820
406,812
620,1675
622,1901
342,684
617,1297
277,554
575,1151
619,1486
614,1228
183,367
618,1378
546,1093
549,1098
118,237
481,963
485,970
54,109
621,1797
119,238
417,835
623,1986
482,964
51,103
622,1878
352,705
620,1688
617,1274
391,782
323,647
618,1355
259,519
262,524
