0:calibrate satellite0 instrument0 star4
1:calibrate satellite0 instrument1 groundstation0
2:calibrate satellite1 instrument2 groundstation3
3:calibrate satellite1 instrument3 groundstation0
4:switch_off instrument0 satellite0
5:switch_off instrument1 satellite0
6:switch_off instrument2 satellite1
7:switch_off instrument3 satellite1
8:switch_on instrument0 satellite0
9:switch_on instrument1 satellite0
10:switch_on instrument2 satellite1
11:switch_on instrument3 satellite1
12:take_image satellite0 planet5 instrument0 image1
13:take_image satellite0 planet5 instrument1 image1
14:take_image satellite1 planet5 instrument2 image1
15:take_image satellite1 planet5 instrument3 image1
16:turn_to satellite0 groundstation0 groundstation3
17:turn_to satellite0 groundstation0 planet5
18:turn_to satellite0 groundstation0 star1
19:turn_to satellite0 groundstation0 star2
20:turn_to satellite0 groundstation0 star4
21:turn_to satellite0 groundstation3 groundstation0
22:turn_to satellite0 groundstation3 planet5
23:turn_to satellite0 groundstation3 star1
24:turn_to satellite0 groundstation3 star2
25:turn_to satellite0 groundstation3 star4
26:turn_to satellite0 planet5 groundstation0
27:turn_to satellite0 planet5 groundstation3
28:turn_to satellite0 planet5 star1
29:turn_to satellite0 planet5 star2
30:turn_to satellite0 planet5 star4
31:turn_to satellite0 star1 groundstation0
32:turn_to satellite0 star1 groundstation3
33:turn_to satellite0 star1 planet5
34:turn_to satellite0 star1 star2
35:turn_to satellite0 star1 star4
36:turn_to satellite0 star2 groundstation0
37:turn_to satellite0 star2 groundstation3
38:turn_to satellite0 star2 planet5
39:turn_to satellite0 star2 star1
40:turn_to satellite0 star2 star4
41:turn_to satellite0 star4 groundstation0
42:turn_to satellite0 star4 groundstation3
43:turn_to satellite0 star4 planet5
44:turn_to satellite0 star4 star1
45:turn_to satellite0 star4 star2
46:turn_to satellite1 groundstation0 groundstation3
47:turn_to satellite1 groundstation0 planet5
48:turn_to satellite1 groundstation0 star1
49:turn_to satellite1 groundstation0 star2
50:turn_to satellite1 groundstation0 star4
51:turn_to satellite1 groundstation3 groundstation0
52:turn_to satellite1 groundstation3 planet5
53:turn_to satellite1 groundstation3 star1
54:turn_to satellite1 groundstation3 star2
55:turn_to satellite1 groundstation3 star4
56:turn_to satellite1 planet5 groundstation0
57:turn_to satellite1 planet5 groundstation3
58:turn_to satellite1 planet5 star1
59:turn_to satellite1 planet5 star2
60:turn_to satellite1 planet5 star4
61:turn_to satellite1 star1 groundstation0
62:turn_to satellite1 star1 groundstation3
63:turn_to satellite1 star1 planet5
64:turn_to satellite1 star1 star2
65:turn_to satellite1 star1 star4
66:turn_to satellite1 star2 groundstation0
67:turn_to satellite1 star2 groundstation3
68:turn_to satellite1 star2 planet5
69:turn_to satellite1 star2 star1
70:turn_to satellite1 star2 star4
71:turn_to satellite1 star4 groundstation0
72:turn_to satellite1 star4 groundstation3
73:turn_to satellite1 star4 planet5
74:turn_to satellite1 star4 star1
75:turn_to satellite1 star4 star2
