source,destination
15,39
39,88
3,13
25,59
5,19
12,34
2,11
22,53
29,68
6,20
13,35
19,48
36,82
20,49
9,28
26,62
10,29
17,44
27,63
16,42
34,78
0,0
37,83
24,58
8,25
23,56
7,23
31,72
0,2
30,70
1,3
14,37
32,73
21,52
11,32
39,87
28,66
3,12
5,18
12,33
18,46
1,5
35,80
19,47
3,14
26,61
33,76
17,43
40,90
4,15
24,57
2,8
10,30
31,71
38,86
4,17
2,10
8,26
11,31
29,67
15,40
18,45
36,81
1,4
25,60
9,27
22,54
6,21
13,36
16,41
34,77
1,6
33,75
20,50
23,55
7,22
40,89
27,64
0,1
30,69
37,84
2,7
21,51
38,85
7,24
4,16
28,65
2,9
14,38
32,74
35,79
