source,destination
33,91
15,30
4,9
5,10
12,25
21,46
11,23
22,53
24,72
23,61
13,26
19,39
3,6
18,37
31,86
2,4
20,40
9,19
21,48
10,20
6,13
23,63
16,33
0,0
28,80
24,67
25,75
32,89
7,14
14,28
21,43
1,3
24,69
33,90
12,24
21,45
27,79
24,71
30,84
26,77
19,38
22,55
5,11
21,47
24,73
17,34
22,57
23,65
3,7
31,87
21,49
24,66
10,21
25,74
22,50
23,58
29,83
4,8
21,42
1,2
8,17
24,68
11,22
22,52
23,60
15,31
18,36
23,59
27,78
24,70
9,18
22,54
6,12
23,62
13,27
16,32
2,5
20,41
30,85
22,56
32,88
23,64
0,1
28,81
17,35
7,15
29,82
8,16
14,29
21,44
22,51
26,76
