source,destination
50,107
15,30
4,9
28,58
34,74
25,50
5,10
36,80
12,25
22,44
11,23
13,26
43,94
19,39
28,60
3,6
18,37
30,66
37,81
2,4
20,40
9,19
26,53
29,61
10,20
41,90
6,13
44,95
27,54
16,33
0,0
48,104
32,71
23,47
29,63
35,76
42,91
7,14
39,85
46,100
49,105
14,28
21,43
1,3
33,72
35,78
28,57
12,24
19,38
50,108
28,59
34,75
51,109
40,88
5,11
26,52
41,89
17,34
47,102
31,69
38,84
3,7
48,103
24,48
32,70
45,98
10,21
29,65
44,96
46,99
4,8
36,79
21,42
1,2
8,17
35,77
11,22
42,92
43,93
28,56
39,86
15,31
18,36
49,106
25,51
33,73
9,18
22,45
6,12
13,27
40,87
16,32
30,67
37,82
2,5
20,41
47,101
23,46
29,62
31,68
38,83
51,110
27,55
0,1
45,97
17,35
29,64
7,15
24,49
8,16
14,29
