source,destination,type_pre_eff,type_eff_eff,label
14,21,True,False,True
7,21,True,True,True
14,20,True,False,False
8,20,True,True,False
9,19,True,True,False
14,19,True,False,False
13,18,True,False,False
6,18,True,True,False
4,17,True,True,False
12,17,True,False,False
0,16,True,True,False
11,16,True,False,False
11,15,True,False,False
1,15,True,True,False
10,7,True,True,True
7,10,True,True,True
8,10,True,True,False
10,8,True,True,False
10,9,True,True,False
9,10,True,True,False
6,5,True,True,False
5,6,True,True,False
4,3,True,True,False
3,4,True,True,False
2,0,True,True,False
0,2,True,True,False
2,1,True,True,False
1,2,True,True,False
21,10,False,True,True
21,7,False,True,True
10,21,True,True,True
20,8,False,True,False
20,10,False,True,False
10,20,True,True,False
19,9,False,True,False
19,10,False,True,False
10,19,True,True,False
18,6,False,True,False
18,5,False,True,False
5,18,True,True,False
3,17,True,True,False
17,4,False,True,False
17,3,False,True,False
2,16,True,True,False
16,2,False,True,False
16,0,False,True,False
2,15,True,True,False
15,2,False,True,False
15,1,False,True,False
7,26,True,False,True
21,26,True,False,True
14,26,True,False,True
14,25,True,False,True
7,25,True,False,True
21,25,True,False,True
20,25,True,False,False
8,25,True,False,False
9,25,True,False,False
19,25,True,False,False
7,24,True,False,True
14,24,True,False,True
21,24,True,False,True
7,23,True,False,True
21,23,True,False,True
14,23,True,False,True
7,22,True,False,True
21,22,True,False,True
14,22,True,False,True
18,26,True,False,False
13,26,True,False,False
6,26,True,False,False
18,25,True,False,False
6,25,True,False,False
13,25,True,False,False
13,24,True,False,False
18,24,True,False,False
6,24,True,False,False
13,23,True,False,False
18,23,True,False,False
6,23,True,False,False
18,22,True,False,False
13,22,True,False,False
6,22,True,False,False
12,26,True,False,False
17,26,True,False,False
4,26,True,False,False
17,24,True,False,False
4,24,True,False,False
12,24,True,False,False
12,23,True,False,False
17,23,True,False,False
4,23,True,False,False
17,22,True,False,False
12,22,True,False,False
4,22,True,False,False
11,25,True,False,False
16,25,True,False,False
0,25,True,False,False
1,25,True,False,False
15,25,True,False,False
