source,destination
21,71
26,85
27,105
29,139
26,94
7,35
28,122
11,51
2,11
5,28
31,166
32,195
31,175
12,52
18,65
29,132
27,107
26,87
29,141
33,212
26,96
28,115
7,37
28,124
3,15
19,66
4,23
32,188
31,168
30,148
1,8
32,197
31,177
27,100
26,80
29,134
33,205
8,41
26,89
27,109
33,214
28,117
17,62
28,126
0,0
3,17
6,34
32,190
31,170
31,179
24,76
27,102
26,82
33,207
8,43
26,91
27,111
30,162
10,49
28,119
28,128
0,2
3,19
5,25
32,183
32,192
31,172
33,200
27,104
26,84
30,155
33,209
27,113
30,164
9,44
28,121
11,50
28,130
4,20
32,185
31,165
15,59
1,5
32,194
31,174
2,13
18,64
27,97
25,79
33,202
27,106
30,157
33,211
9,46
28,114
22,73
29,143
28,123
6,31
4,22
7,39
13,55
32,187
31,167
1,7
16,60
32,196
27,99
30,150
33,204
8,40
27,108
30,159
33,213
20,69
29,136
28,116
29,145
23,74
28,125
3,16
6,33
4,24
32,189
1,9
32,198
27,101
30,152
33,206
8,42
27,110
30,161
31,181
33,215
21,70
28,118
29,138
29,147
26,93
28,127
3,18
32,182
0,4
32,191
2,10
5,27
33,199
27,103
30,154
33,208
29,131
30,163
14,57
29,140
26,86
28,120
26,95
7,36
32,184
15,58
32,193
2,12
5,29
33,201
25,78
31,176
30,156
12,53
33,210
29,133
9,45
22,72
29,142
26,88
6,30
4,21
7,38
13,54
19,67
32,186
1,6
2,14
27,98
30,149
31,169
33,203
31,178
30,158
20,68
29,135
9,47
26,81
29,144
26,90
6,32
10,48
17,63
0,1
16,61
31,171
30,151
31,180
24,77
30,160
29,137
26,83
27,112
23,75
26,92
29,146
28,129
0,3
5,26
31,173
30,153
14,56
