0:drive truck0 depot0 distributor0
1:drive truck0 depot0 distributor1
2:drive truck0 distributor0 depot0
3:drive truck0 distributor0 distributor1
4:drive truck0 distributor1 depot0
5:drive truck0 distributor1 distributor0
6:drive truck1 depot0 distributor0
7:drive truck1 depot0 distributor1
8:drive truck1 distributor0 depot0
9:drive truck1 distributor0 distributor1
10:drive truck1 distributor1 depot0
11:drive truck1 distributor1 distributor0
12:drop hoist0 crate0 crate1 depot0
13:drop hoist0 crate0 crate2 depot0
14:drop hoist0 crate0 pallet0 depot0
15:drop hoist0 crate1 crate0 depot0
16:drop hoist0 crate1 crate2 depot0
17:drop hoist0 crate1 pallet0 depot0
18:drop hoist0 crate2 crate0 depot0
19:drop hoist0 crate2 crate1 depot0
20:drop hoist0 crate2 pallet0 depot0
21:drop hoist1 crate0 crate1 distributor0
22:drop hoist1 crate0 crate2 distributor0
23:drop hoist1 crate0 pallet1 distributor0
24:drop hoist1 crate1 crate0 distributor0
25:drop hoist1 crate1 crate2 distributor0
26:drop hoist1 crate1 pallet1 distributor0
27:drop hoist1 crate2 crate0 distributor0
28:drop hoist1 crate2 crate1 distributor0
29:drop hoist1 crate2 pallet1 distributor0
30:drop hoist2 crate0 crate1 distributor1
31:drop hoist2 crate0 crate2 distributor1
32:drop hoist2 crate0 pallet2 distributor1
33:drop hoist2 crate1 crate0 distributor1
34:drop hoist2 crate1 crate2 distributor1
35:drop hoist2 crate1 pallet2 distributor1
36:drop hoist2 crate2 crate0 distributor1
37:drop hoist2 crate2 crate1 distributor1
38:drop hoist2 crate2 pallet2 distributor1
39:lift hoist0 crate0 crate1 depot0
40:lift hoist0 crate0 crate2 depot0
41:lift hoist0 crate0 pallet0 depot0
42:lift hoist0 crate0 pallet1 depot0
43:lift hoist0 crate0 pallet2 depot0
44:lift hoist0 crate1 crate0 depot0
45:lift hoist0 crate1 crate2 depot0
46:lift hoist0 crate1 pallet0 depot0
47:lift hoist0 crate1 pallet1 depot0
48:lift hoist0 crate1 pallet2 depot0
49:lift hoist0 crate2 crate0 depot0
50:lift hoist0 crate2 crate1 depot0
51:lift hoist0 crate2 pallet0 depot0
52:lift hoist0 crate2 pallet1 depot0
53:lift hoist0 crate2 pallet2 depot0
54:lift hoist1 crate0 crate1 distributor0
55:lift hoist1 crate0 crate2 distributor0
56:lift hoist1 crate0 pallet0 distributor0
57:lift hoist1 crate0 pallet1 distributor0
58:lift hoist1 crate0 pallet2 distributor0
59:lift hoist1 crate1 crate0 distributor0
60:lift hoist1 crate1 crate2 distributor0
61:lift hoist1 crate1 pallet0 distributor0
62:lift hoist1 crate1 pallet1 distributor0
63:lift hoist1 crate1 pallet2 distributor0
64:lift hoist1 crate2 crate0 distributor0
65:lift hoist1 crate2 crate1 distributor0
66:lift hoist1 crate2 pallet0 distributor0
67:lift hoist1 crate2 pallet1 distributor0
68:lift hoist1 crate2 pallet2 distributor0
69:lift hoist2 crate0 crate1 distributor1
70:lift hoist2 crate0 crate2 distributor1
71:lift hoist2 crate0 pallet0 distributor1
72:lift hoist2 crate0 pallet1 distributor1
73:lift hoist2 crate0 pallet2 distributor1
74:lift hoist2 crate1 crate0 distributor1
75:lift hoist2 crate1 crate2 distributor1
76:lift hoist2 crate1 pallet0 distributor1
77:lift hoist2 crate1 pallet1 distributor1
78:lift hoist2 crate1 pallet2 distributor1
79:lift hoist2 crate2 crate0 distributor1
80:lift hoist2 crate2 crate1 distributor1
81:lift hoist2 crate2 pallet0 distributor1
82:lift hoist2 crate2 pallet1 distributor1
83:lift hoist2 crate2 pallet2 distributor1
84:load hoist0 crate0 truck0 depot0
85:load hoist0 crate0 truck1 depot0
86:load hoist0 crate1 truck0 depot0
87:load hoist0 crate1 truck1 depot0
88:load hoist0 crate2 truck0 depot0
89:load hoist0 crate2 truck1 depot0
90:load hoist1 crate0 truck0 distributor0
91:load hoist1 crate0 truck1 distributor0
92:load hoist1 crate1 truck0 distributor0
93:load hoist1 crate1 truck1 distributor0
94:load hoist1 crate2 truck0 distributor0
95:load hoist1 crate2 truck1 distributor0
96:load hoist2 crate0 truck0 distributor1
97:load hoist2 crate0 truck1 distributor1
98:load hoist2 crate1 truck0 distributor1
99:load hoist2 crate1 truck1 distributor1
100:load hoist2 crate2 truck0 distributor1
101:load hoist2 crate2 truck1 distributor1
102:unload hoist0 crate0 truck0 depot0
103:unload hoist0 crate0 truck1 depot0
104:unload hoist0 crate1 truck0 depot0
105:unload hoist0 crate1 truck1 depot0
106:unload hoist0 crate2 truck0 depot0
107:unload hoist0 crate2 truck1 depot0
108:unload hoist1 crate0 truck0 distributor0
109:unload hoist1 crate0 truck1 distributor0
110:unload hoist1 crate1 truck0 distributor0
111:unload hoist1 crate1 truck1 distributor0
112:unload hoist1 crate2 truck0 distributor0
113:unload hoist1 crate2 truck1 distributor0
114:unload hoist2 crate0 truck0 distributor1
115:unload hoist2 crate0 truck1 distributor1
116:unload hoist2 crate1 truck0 distributor1
117:unload hoist2 crate1 truck1 distributor1
118:unload hoist2 crate2 truck0 distributor1
119:unload hoist2 crate2 truck1 distributor1
