source,destination
15,30
93,187
11,23
29,59
50,100
103,264
104,318
103,273
3,6
90,181
43,87
64,128
102,249
0,0
102,258
111,334
78,157
104,313
58,117
103,268
61,122
79,158
14,28
32,64
105,323
108,328
75,151
72,145
28,57
46,93
102,244
93,186
49,98
102,253
119,351
104,299
104,308
89,179
104,317
60,121
17,34
107,327
102,239
102,248
102,257
57,115
78,156
96,192
104,294
104,303
10,21
104,312
31,62
104,321
92,185
45,91
102,234
28,56
46,92
118,349
102,243
102,252
102,261
104,298
42,85
104,307
104,316
63,126
39,79
13,27
60,120
16,32
106,325
107,326
56,113
74,149
95,190
102,238
102,247
27,55
30,60
104,293
104,302
92,184
24,49
101,223
45,90
102,233
59,119
12,25
104,297
77,154
13,26
106,324
101,218
73,147
101,227
9,19
26,53
74,148
6,13
27,54
70,141
88,177
23,47
41,83
44,88
62,124
101,204
101,213
101,222
101,231
109,330
55,111
59,118
76,152
12,24
103,282
103,291
101,208
101,217
73,146
91,182
101,226
5,11
26,52
117,347
87,175
40,81
103,277
103,286
41,82
101,203
101,212
101,221
37,75
8,17
55,110
11,22
29,58
103,263
103,272
103,281
69,139
25,51
103,290
90,180
22,45
43,86
101,207
116,345
84,169
87,174
40,80
58,116
103,267
103,276
103,285
105,322
98,197
54,109
101,202
75,150
51,103
7,15
72,144
8,16
119,350
86,173
68,137
89,178
103,262
103,271
4,9
103,280
25,50
115,343
22,44
83,167
18,37
36,73
102,256
57,114
10,20
104,311
103,266
97,195
104,320
71,143
54,108
7,14
118,348
102,242
85,171
102,251
102,260
65,131
21,43
68,136
86,172
42,84
104,306
104,315
39,78
112,337
115,342
82,165
100,201
35,71
53,107
56,112
102,237
102,246
102,255
104,292
104,301
50,101
104,310
104,319
71,142
3,7
24,48
114,341
64,129
38,77
102,232
102,241
85,170
102,250
102,259
21,42
111,335
104,296
104,305
99,199
104,314
52,105
100,200
32,65
35,70
53,106
9,18
6,12
102,236
102,245
49,99
67,135
102,254
70,140
88,176
2,5
20,41
104,300
104,309
23,46
114,340
81,163
101,230
17,35
38,76
102,240
96,193
104,295
104,304
99,198
31,63
52,104
101,216
101,225
5,10
117,346
66,133
102,235
19,39
67,134
113,339
2,4
20,40
110,333
63,127
80,161
101,211
16,33
34,69
101,220
81,162
37,74
101,229
95,191
30,61
48,97
69,138
103,289
1,3
101,206
116,344
101,215
101,224
66,132
84,168
19,38
113,338
103,275
103,284
110,332
77,155
33,67
80,160
98,196
101,210
34,68
51,102
101,219
101,228
94,189
47,95
48,96
103,270
4,8
103,279
103,288
1,2
44,89
62,125
101,205
83,166
101,214
15,31
18,36
36,72
109,331
76,153
103,265
97,194
103,274
103,283
33,66
101,209
91,183
94,188
0,1
47,94
65,130
103,269
112,336
61,123
79,159
103,278
103,287
82,164
14,29
108,329
