index,is_in_good_operators
0,True
1,True
2,False
3,False
4,False
5,False
6,True
7,True
8,True
9,True
10,True
11,True
12,False
13,False
14,False
15,False
16,False
17,False
18,True
19,True
20,True
21,True
22,True
23,True
24,False
25,False
26,False
27,True
28,False
29,False
30,True
31,False
32,False
33,True
34,False
35,False
36,True
37,False
38,False
39,False
40,False
41,False
42,False
43,False
44,False
45,False
46,False
47,False
48,False
49,False
50,False
51,False
52,False
53,False
54,False
55,False
56,False
57,False
58,False
59,False
60,False
61,False
62,True
63,True
64,True
65,True
66,True
67,True
68,False
69,False
70,True
71,True
72,True
73,True
74,True
75,True
76,False
77,False
78,True
79,True
80,True
81,True
82,True
83,True
84,True
85,True
86,True
87,True
88,True
89,True
90,False
91,True
92,False
93,True
94,False
95,False
96,False
97,False
98,False
99,False
100,False
101,False
102,False
103,True
104,False
105,True
106,False
107,False
108,False
109,False
110,False
111,False
112,False
113,False
114,False
115,False
116,False
117,False
118,False
119,False
120,False
121,False
122,False
123,False
124,False
125,False
126,False
127,False
128,False
129,False
130,False
131,False
132,False
133,False
134,False
135,False
136,False
137,False
138,True
139,False
140,True
141,False
142,True
143,False
144,True
145,False
146,False
147,False
148,False
149,False
150,False
151,False
152,False
153,False
154,True
155,False
156,True
157,False
158,False
159,False
160,False
161,False
162,True
163,False
164,True
165,False
166,False
167,False
168,False
169,False
170,False
171,True
172,False
173,True
174,False
175,False
176,False
177,False
178,False
179,True
180,False
181,True
182,False
183,False
184,False
185,False
186,False
187,True
188,False
189,True
190,False
191,True
192,False
193,True
194,False
195,False
196,False
197,False
198,False
199,False
200,False
201,False
202,True
203,True
204,False
205,False
206,False
207,False
208,False
209,False
210,True
211,True
212,False
213,False
214,False
215,False
216,False
217,False
218,True
219,True
220,True
221,True
