source,destination
7,26
20,84
3,13
19,73
5,19
2,11
14,40
18,65
17,51
20,86
3,15
19,75
5,21
12,36
18,58
18,67
13,37
17,53
20,88
0,0
18,60
10,31
17,46
17,55
20,81
20,90
0,2
19,70
4,18
18,62
8,27
17,48
20,83
3,12
15,41
20,92
1,5
18,64
11,34
17,50
6,22
20,85
3,14
12,35
1,7
19,77
18,57
18,66
9,30
17,52
6,24
20,87
16,44
19,79
2,8
18,59
18,68
17,45
17,54
7,25
20,89
4,17
19,72
2,10
18,61
14,39
10,32
17,47
17,56
20,82
1,4
19,74
5,20
18,63
8,28
11,33
17,49
15,42
1,6
19,76
9,29
6,23
13,38
16,43
0,1
19,69
19,78
4,16
20,91
0,3
19,71
19,80
2,9
