source,destination
52,104
15,30
89,187
4,9
25,50
5,10
12,25
93,196
22,44
11,23
29,59
77,163
66,142
84,178
50,100
55,114
13,26
87,183
19,39
3,6
18,37
36,73
73,156
91,192
2,4
20,40
94,197
9,19
26,53
57,123
10,20
43,87
6,13
80,170
98,206
27,54
58,124
16,33
34,69
64,137
71,152
37,74
0,0
88,186
54,108
23,47
41,83
78,166
44,88
7,14
56,117
62,133
95,200
30,61
48,97
79,167
85,180
14,28
32,64
21,43
69,147
1,3
42,84
55,111
86,181
75,160
56,119
39,78
63,134
28,57
46,93
59,127
76,161
83,176
49,98
12,24
60,128
93,195
67,143
82,174
100,210
35,71
53,107
66,141
84,177
90,190
55,113
19,38
56,121
74,157
89,188
63,136
73,155
91,191
5,11
97,204
26,52
57,122
33,67
81,171
70,150
77,164
17,34
50,101
55,115
80,169
87,184
98,205
34,68
51,102
40,81
71,151
3,7
24,48
61,131
94,198
86,182
41,82
47,95
78,165
10,21
96,201
65,140
56,116
31,62
62,132
38,77
68,145
48,96
4,8
37,75
85,179
92,194
72,154
21,42
1,2
45,91
8,17
55,110
11,22
29,58
44,89
99,208
56,118
28,56
46,92
52,105
83,175
15,31
18,36
36,72
25,51
32,65
69,148
35,70
53,106
9,18
42,85
90,189
22,45
55,112
43,86
56,120
6,12
39,79
63,135
13,27
76,162
16,32
49,99
97,203
60,129
67,144
33,66
70,149
88,185
2,5
20,41
23,46
74,158
40,80
95,199
27,55
58,125
64,138
30,60
61,130
0,1
81,172
47,94
54,109
17,35
65,139
38,76
51,103
75,159
7,15
59,126
92,193
24,49
72,153
79,168
45,90
8,16
82,173
100,209
14,29
96,202
99,207
31,63
68,146
