source,destination
10,34
21,80
7,26
19,55
3,13
22,90
22,99
2,11
23,107
7,28
19,57
3,15
22,92
5,21
22,101
14,42
23,109
19,59
0,0
22,94
12,38
23,111
20,72
19,52
19,61
0,2
21,89
4,18
22,96
23,104
23,113
10,33
17,48
20,65
20,74
19,54
3,12
19,63
21,82
22,98
1,5
23,106
8,29
20,67
20,76
19,56
3,14
21,84
15,43
22,91
1,7
23,108
11,36
20,69
6,24
21,77
13,39
21,86
12,37
18,50
2,8
9,32
20,71
19,51
21,79
21,88
4,17
16,46
2,10
17,47
20,64
23,115
20,73
21,81
7,27
4,19
1,4
5,20
22,100
14,41
20,66
20,75
21,83
19,58
1,6
22,93
5,22
22,102
8,30
23,110
11,35
20,68
6,23
21,85
15,44
19,60
0,1
18,49
22,95
23,103
9,31
23,112
20,70
6,25
21,78
13,40
19,53
4,16
21,87
16,45
19,62
0,3
22,97
2,9
23,105
23,114
