source,destination
89,178
94,229
52,104
15,30
59,119
4,9
25,50
5,10
12,25
91,208
77,154
90,188
22,44
66,133
91,217
11,23
29,59
92,225
50,100
83,167
13,26
19,39
67,134
73,147
3,6
18,37
36,73
57,114
90,181
2,4
20,40
9,19
26,53
91,210
91,219
74,148
63,127
10,20
43,87
80,161
6,13
64,128
27,54
71,143
16,33
34,69
81,162
37,74
70,141
0,0
88,177
91,203
54,108
91,212
78,157
23,47
41,83
91,221
44,88
62,124
7,14
58,117
61,122
79,158
85,171
30,61
48,97
69,138
91,205
14,28
32,64
65,131
21,43
91,214
1,3
95,230
68,136
86,172
42,84
75,151
55,111
90,197
59,118
76,152
39,78
72,145
28,57
46,93
49,98
82,165
12,24
91,207
66,132
84,168
35,71
53,107
90,190
92,224
56,112
89,179
19,38
90,199
73,146
60,121
5,11
26,52
77,155
91,209
33,67
90,183
80,160
87,175
17,34
50,101
90,192
90,201
71,142
93,227
34,68
51,102
40,81
3,7
24,48
57,115
91,202
78,156
41,82
90,185
47,95
10,21
90,194
91,223
31,62
64,129
38,77
94,228
85,170
48,96
4,8
37,75
86,173
21,42
1,2
45,91
8,17
90,187
55,110
91,216
11,22
29,58
44,89
62,125
90,196
83,166
28,56
46,92
52,105
15,31
18,36
36,72
69,139
25,51
32,65
90,180
95,231
35,70
53,106
9,18
42,85
90,189
22,45
91,218
90,198
63,126
43,86
76,153
6,12
39,79
13,27
60,120
16,32
49,99
67,135
70,140
88,176
33,66
84,169
90,182
2,5
20,41
91,211
87,174
90,191
23,46
56,113
74,149
90,200
91,220
93,226
40,80
58,116
27,55
30,60
81,163
0,1
91,204
90,184
47,94
65,130
54,109
90,193
17,35
91,213
91,222
75,150
38,76
51,103
7,15
72,144
61,123
79,159
24,49
82,164
45,90
8,16
91,206
14,29
90,186
91,215
90,195
68,137
31,63
