source,destination,type_pre_eff,type_eff_eff,label
7,6,True,False,False
7,22,True,False,False
7,13,True,True,False
7,14,True,True,True
7,12,True,True,False
6,22,True,True,True
6,13,True,True,True
6,14,True,True,False
6,12,True,True,True
22,6,True,True,True
22,13,True,True,True
22,14,True,True,False
22,12,True,True,True
13,6,True,True,True
13,22,True,True,True
13,14,True,True,False
13,12,True,True,True
14,6,True,True,False
14,22,True,True,False
14,13,True,True,False
14,12,True,True,False
12,6,True,True,True
12,22,True,True,True
12,13,True,True,True
12,14,True,True,False
8,6,True,False,False
8,13,True,True,False
8,15,True,True,True
8,22,True,False,False
8,12,True,True,False
6,15,True,True,False
13,15,True,True,False
15,6,True,True,False
15,13,True,True,False
15,22,True,True,False
15,12,True,True,False
22,15,True,True,False
12,15,True,True,False
9,6,True,False,False
9,17,True,True,True
9,13,True,True,False
9,22,True,False,False
9,12,True,True,False
6,17,True,True,False
17,6,True,True,False
17,13,True,True,False
17,22,True,True,False
17,12,True,True,False
13,17,True,True,False
22,17,True,True,False
12,17,True,True,False
10,6,True,False,False
10,22,True,False,False
10,13,True,True,False
10,18,True,True,True
10,12,True,True,False
6,18,True,True,False
22,18,True,True,False
13,18,True,True,False
18,6,True,True,False
18,22,True,True,False
18,13,True,True,False
18,12,True,True,False
12,18,True,True,False
11,22,True,False,False
11,6,True,False,False
11,20,True,True,True
11,13,True,True,True
11,12,True,True,True
22,20,True,True,False
6,20,True,True,True
20,22,True,True,False
20,6,True,True,False
20,13,True,True,True
20,12,True,True,True
13,20,True,True,True
12,20,True,True,True
6,2,True,True,True
13,2,True,True,True
2,6,True,True,True
2,13,True,True,True
2,22,True,True,True
2,12,True,True,True
22,2,True,True,True
12,2,True,True,True
6,23,True,False,False
6,7,True,False,False
13,23,True,True,False
13,7,True,True,False
23,13,True,True,False
23,14,True,True,True
23,7,True,True,True
23,12,True,True,False
14,23,True,True,True
14,7,True,True,True
7,23,True,True,True
12,23,True,True,False
12,7,True,True,False
8,23,True,False,False
8,14,True,True,False
8,7,True,False,False
23,15,True,True,False
14,15,True,True,False
7,15,True,True,False
15,23,True,True,False
15,14,True,True,False
15,7,True,True,False
9,14,True,True,True
9,7,True,False,False
9,23,True,False,False
17,14,True,True,True
17,7,True,True,False
17,23,True,True,False
14,17,True,True,True
7,17,True,True,True
23,17,True,True,False
10,14,True,True,False
10,23,True,False,False
10,7,True,False,False
14,18,True,True,False
23,18,True,True,False
18,14,True,True,False
18,23,True,True,False
18,7,True,True,False
7,18,True,True,False
11,23,True,False,False
11,14,True,True,False
11,7,True,False,False
20,23,True,True,False
20,14,True,True,False
20,7,True,True,False
23,20,True,True,False
14,20,True,True,False
7,20,True,True,False
23,2,True,True,False
2,23,True,True,False
2,14,True,True,False
2,7,True,True,False
14,2,True,True,False
7,2,True,True,False
6,24,True,False,False
6,8,True,False,False
24,15,True,True,True
24,13,True,True,False
24,8,True,True,True
24,12,True,True,False
15,24,True,True,True
15,8,True,True,True
13,24,True,True,False
13,8,True,True,False
8,24,True,True,True
12,24,True,True,False
12,8,True,True,False
7,24,True,False,False
7,8,True,False,False
14,24,True,True,False
14,8,True,True,False
24,14,True,True,False
9,15,True,True,True
9,24,True,False,True
9,8,True,False,True
15,17,True,True,True
17,15,True,True,True
17,24,True,True,True
17,8,True,True,True
24,17,True,True,True
8,17,True,True,True
10,15,True,True,False
10,8,True,False,False
10,24,True,False,False
15,18,True,True,False
18,15,True,True,False
18,8,True,True,False
18,24,True,True,False
8,18,True,True,False
24,18,True,True,False
11,15,True,True,False
11,24,True,False,False
11,8,True,False,False
20,15,True,True,False
20,24,True,True,False
20,8,True,True,False
15,20,True,True,False
24,20,True,True,False
8,20,True,True,False
15,2,True,True,False
2,15,True,True,False
2,24,True,True,False
2,8,True,True,False
24,2,True,True,False
8,2,True,True,False
6,9,True,False,False
6,25,True,False,False
9,25,True,True,True
25,9,True,True,True
25,13,True,True,False
25,17,True,True,True
25,12,True,True,False
13,9,True,True,False
13,25,True,True,False
17,9,True,True,True
17,25,True,True,True
12,9,True,True,False
12,25,True,True,False
7,9,True,False,True
7,25,True,False,True
25,14,True,True,True
14,9,True,True,True
14,25,True,True,True
8,9,True,False,False
8,25,True,False,False
25,15,True,True,True
15,9,True,True,True
15,25,True,True,True
10,9,True,False,False
10,25,True,False,False
10,17,True,True,False
9,18,True,True,False
25,18,True,True,False
17,18,True,True,False
18,9,True,True,False
18,25,True,True,False
18,17,True,True,False
11,9,True,False,False
11,17,True,True,False
11,25,True,False,False
9,20,True,True,False
20,9,True,True,False
20,17,True,True,False
20,25,True,True,False
17,20,True,True,False
25,20,True,True,False
9,2,True,True,False
2,9,True,True,False
2,17,True,True,False
2,25,True,True,False
17,2,True,True,False
25,2,True,True,False
6,10,True,False,False
6,26,True,False,False
10,26,True,True,True
26,10,True,True,True
26,13,True,True,False
26,12,True,True,False
26,18,True,True,True
13,10,True,True,False
13,26,True,True,False
12,10,True,True,False
12,26,True,True,False
18,10,True,True,True
18,26,True,True,True
7,26,True,False,False
7,10,True,False,False
26,14,True,True,False
14,26,True,True,False
14,10,True,True,False
8,26,True,False,False
8,10,True,False,False
26,15,True,True,False
15,26,True,True,False
15,10,True,True,False
9,10,True,False,False
9,26,True,False,False
17,10,True,True,False
17,26,True,True,False
26,17,True,True,False
11,26,True,False,False
11,10,True,False,False
11,18,True,True,False
20,26,True,True,False
20,10,True,True,False
20,18,True,True,False
26,20,True,True,False
10,20,True,True,False
18,20,True,True,False
18,2,True,True,False
10,2,True,True,False
2,18,True,True,False
2,10,True,True,False
2,26,True,True,False
26,2,True,True,False
6,27,True,False,True
6,11,True,False,True
27,11,True,True,True
27,13,True,True,True
27,20,True,True,True
27,12,True,True,True
11,27,True,True,True
13,27,True,True,True
13,11,True,True,True
20,27,True,True,True
20,11,True,True,True
12,27,True,True,True
12,11,True,True,True
7,11,True,False,False
7,27,True,False,False
14,11,True,True,False
14,27,True,True,False
27,14,True,True,False
