source,destination,type_pre_eff,type_eff_eff,label
33,12,False,True,True
33,4,False,True,True
12,33,True,True,True
12,4,True,True,True
4,33,False,True,True
4,12,False,True,True
6,27,True,True,True
27,6,False,True,True
28,3,False,True,True
28,7,False,True,True
3,28,False,True,True
3,7,False,True,True
7,28,True,True,True
7,3,True,True,True
8,29,True,True,True
8,2,True,True,True
29,8,False,True,True
29,2,False,True,True
2,8,False,True,True
2,29,False,True,True
1,9,False,True,True
1,30,False,True,True
9,1,True,True,True
9,30,True,True,True
30,1,False,True,True
30,9,False,True,True
31,0,False,True,True
31,10,False,True,True
0,31,False,True,True
0,10,False,True,True
10,31,True,True,True
10,0,True,True,True
11,32,True,True,True
32,11,False,True,True
50,101,True,True,True
50,26,True,True,True
50,34,True,True,True
96,101,True,True,True
96,26,True,True,True
96,34,True,True,True
101,26,True,True,True
101,34,True,True,True
26,101,True,True,True
26,34,True,True,True
34,101,False,True,True
34,26,False,True,True
50,48,True,True,True
50,49,True,True,True
96,48,True,True,True
96,49,True,True,True
48,101,True,True,True
48,49,True,True,True
101,48,True,True,True
101,49,True,True,True
49,48,False,True,True
49,101,False,True,True
50,27,True,True,True
50,35,True,True,True
96,27,True,True,True
96,35,True,True,True
101,27,True,True,True
101,35,True,True,True
27,101,True,True,True
27,35,True,True,True
35,101,False,True,True
35,27,False,True,True
50,43,True,True,False
50,42,True,True,False
96,43,True,True,False
96,42,True,True,False
101,43,True,True,False
101,42,True,True,False
43,101,False,True,False
43,42,False,True,False
42,101,True,True,False
42,43,True,True,False
50,33,True,True,True
50,41,True,True,True
96,33,True,True,True
96,41,True,True,True
101,33,True,True,True
101,41,True,True,True
33,101,True,True,True
33,41,True,True,True
41,101,False,True,True
41,33,False,True,True
50,36,True,True,True
50,28,True,True,True
96,36,True,True,True
96,28,True,True,True
101,36,True,True,True
101,28,True,True,True
36,101,False,True,True
36,28,False,True,True
28,101,True,True,True
28,36,True,True,True
50,29,True,True,True
50,37,True,True,True
96,29,True,True,True
96,37,True,True,True
101,29,True,True,True
101,37,True,True,True
29,101,True,True,True
29,37,True,True,True
37,101,False,True,True
37,29,False,True,True
50,45,True,True,True
50,44,True,True,True
96,45,True,True,True
96,44,True,True,True
101,45,True,True,True
101,44,True,True,True
45,101,False,True,True
45,44,False,True,True
44,101,True,True,True
44,45,True,True,True
50,38,True,True,True
50,30,True,True,True
96,38,True,True,True
96,30,True,True,True
101,38,True,True,True
101,30,True,True,True
38,101,False,True,True
38,30,False,True,True
30,101,True,True,True
30,38,True,True,True
50,31,True,True,True
50,39,True,True,True
96,31,True,True,True
96,39,True,True,True
31,101,True,True,True
31,39,True,True,True
101,31,True,True,True
101,39,True,True,True
39,31,False,True,True
39,101,False,True,True
50,46,True,True,True
50,47,True,True,True
96,46,True,True,True
96,47,True,True,True
101,46,True,True,True
101,47,True,True,True
46,101,True,True,True
46,47,True,True,True
47,101,False,True,True
47,46,False,True,True
50,32,True,True,True
50,40,True,True,True
96,32,True,True,True
96,40,True,True,True
101,32,True,True,True
101,40,True,True,True
32,101,True,True,True
32,40,True,True,True
40,101,False,True,True
40,32,False,True,True
96,50,True,True,True
26,96,True,True,False
26,50,True,True,False
101,96,True,True,True
101,50,True,True,True
50,96,True,True,True
34,96,False,True,False
34,50,False,True,False
48,96,True,True,False
48,50,True,True,False
49,96,False,True,False
49,50,False,True,False
27,96,True,True,True
27,50,True,True,True
35,96,False,True,True
35,50,False,True,True
42,96,True,True,False
42,50,True,True,False
43,96,False,True,False
43,50,False,True,False
41,96,False,True,False
41,50,False,True,False
33,96,True,True,False
33,50,True,True,False
36,96,False,True,False
36,50,False,True,False
28,96,True,True,False
28,50,True,True,False
29,96,True,True,False
29,50,True,True,False
37,96,False,True,False
37,50,False,True,False
45,96,False,True,False
45,50,False,True,False
44,96,True,True,False
44,50,True,True,False
30,96,True,True,False
30,50,True,True,False
38,96,False,True,False
38,50,False,True,False
39,96,False,True,False
39,50,False,True,False
31,96,True,True,False
31,50,True,True,False
46,96,True,True,False
46,50,True,True,False
47,96,False,True,False
47,50,False,True,False
32,96,True,True,False
32,50,True,True,False
40,96,False,True,False
40,50,False,True,False
72,53,False,True,True
72,95,False,True,True
72,76,False,True,True
72,79,False,True,True
72,54,False,True,True
72,51,False,True,True
72,89,False,True,True
72,83,False,True,True
72,52,False,True,True
72,65,False,True,True
72,81,False,True,True
72,34,False,True,True
72,97,False,True,True
72,100,False,True,True
72,12,False,True,True
53,72,False,True,True
53,95,False,True,True
53,76,False,True,True
53,79,False,True,True
53,54,False,True,True
53,51,False,True,True
53,89,False,True,True
53,83,False,True,True
53,52,False,True,True
53,65,False,True,True
53,81,False,True,True
53,34,False,True,True
53,97,False,True,True
53,100,False,True,True
53,12,False,True,True
95,72,False,True,True
95,53,False,True,True
95,76,False,True,True
95,79,False,True,True
95,54,False,True,True
95,51,False,True,True
95,89,False,True,True
95,83,False,True,True
95,52,False,True,True
95,65,False,True,True
95,81,False,True,True
95,34,False,True,True
95,97,False,True,True
95,100,False,True,True
95,12,False,True,True
76,72,False,True,True
76,53,False,True,True
76,95,False,True,True
76,79,False,True,True
76,54,False,True,True
76,51,False,True,True
76,89,False,True,True
76,83,False,True,True
76,52,False,True,True
76,65,False,True,True
76,81,False,True,True
76,34,False,True,True
76,97,False,True,True
76,100,False,True,True
76,12,False,True,True
79,72,False,True,True
79,53,False,True,True
79,95,False,True,True
79,76,False,True,True
79,54,False,True,True
79,51,False,True,True
79,89,False,True,True
79,83,False,True,True
79,52,False,True,True
79,65,False,True,True
79,81,False,True,True
79,34,False,True,True
79,97,False,True,True
79,100,False,True,True
79,12,False,True,True
54,72,False,True,True
54,53,False,True,True
54,95,False,True,True
54,76,False,True,True
54,79,False,True,True
54,51,False,True,True
54,89,False,True,True
54,83,False,True,True
54,52,False,True,True
54,65,False,True,True
54,81,False,True,True
54,34,False,True,True
54,97,False,True,True
54,100,False,True,True
54,12,False,True,True
51,72,False,True,True
51,53,False,True,True
51,95,False,True,True
51,76,False,True,True
51,79,False,True,True
51,54,False,True,True
51,89,False,True,True
51,83,False,True,True
51,52,False,True,True
51,65,False,True,True
51,81,False,True,True
51,34,False,True,True
51,97,False,True,True
51,100,False,True,True
51,12,False,True,True
89,72,False,True,True
89,53,False,True,True
89,95,False,True,True
89,76,False,True,True
89,79,False,True,True
89,54,False,True,True
89,51,False,True,True
89,83,False,True,True
89,52,False,True,True
89,65,False,True,True
89,81,False,True,True
89,34,False,True,True
89,97,False,True,True
89,100,False,True,True
89,12,False,True,True
83,72,False,True,True
83,53,False,True,True
83,95,False,True,True
83,76,False,True,True
83,79,False,True,True
83,54,False,True,True
83,51,False,True,True
83,89,False,True,True
83,52,False,True,True
83,65,False,True,True
83,81,False,True,True
83,34,False,True,True
83,97,False,True,True
83,100,False,True,True
83,12,False,True,True
52,72,False,True,True
52,53,False,True,True
52,95,False,True,True
52,76,False,True,True
52,79,False,True,True
52,54,False,True,True
52,51,False,True,True
52,89,False,True,True
52,83,False,True,True
52,65,False,True,True
52,81,False,True,True
52,34,False,True,True
52,97,False,True,True
52,100,False,True,True
52,12,False,True,True
65,72,False,True,True
65,53,False,True,True
65,95,False,True,True
65,76,False,True,True
65,79,False,True,True
65,54,False,True,True
65,51,False,True,True
65,89,False,True,True
65,83,False,True,True
65,52,False,True,True
65,81,False,True,True
65,34,False,True,True
65,97,False,True,True
65,100,False,True,True
65,12,False,True,True
81,72,False,True,True
81,53,False,True,True
81,95,False,True,True
81,76,False,True,True
81,79,False,True,True
81,54,False,True,True
81,51,False,True,True
81,89,False,True,True
81,83,False,True,True
81,52,False,True,True
81,65,False,True,True
81,34,False,True,True
81,97,False,True,True
81,100,False,True,True
81,12,False,True,True
34,72,True,True,True
34,53,True,True,True
34,95,True,True,True
34,76,True,True,True
34,79,True,True,True
34,54,True,True,True
34,51,True,True,True
34,89,True,True,True
34,83,True,True,True
34,52,True,True,True
34,65,True,True,True
34,81,True,True,True
34,97,True,True,True
34,100,True,True,True
34,12,True,True,True
97,72,False,True,True
97,53,False,True,True
97,95,False,True,True
97,76,False,True,True
97,79,False,True,True
97,54,False,True,True
97,51,False,True,True
97,89,False,True,True
97,83,False,True,True
97,52,False,True,True
97,65,False,True,True
97,81,False,True,True
97,34,False,True,True
97,100,False,True,True
97,12,False,True,True
100,72,False,True,True
100,53,False,True,True
100,95,False,True,True
100,76,False,True,True
100,79,False,True,True
100,54,False,True,True
100,51,False,True,True
100,89,False,True,True
100,83,False,True,True
100,52,False,True,True
100,65,False,True,True
100,81,False,True,True
100,34,False,True,True
100,97,False,True,True
100,12,False,True,True
12,72,False,True,True
12,53,False,True,True
12,95,False,True,True
12,76,False,True,True
12,79,False,True,True
12,54,False,True,True
12,51,False,True,True
12,89,False,True,True
12,83,False,True,True
12,52,False,True,True
12,65,False,True,True
12,81,False,True,True
12,34,False,True,True
12,97,False,True,True
12,100,False,True,True
6,72,False,True,True
6,53,False,True,True
6,95,False,True,True
6,76,False,True,True
6,79,False,True,True
6,54,False,True,True
6,51,False,True,True
6,89,False,True,True
6,83,False,True,True
6,52,False,True,True
6,49,False,True,True
6,65,False,True,True
6,81,False,True,True
6,97,False,True,True
6,100,False,True,True
72,6,False,True,True
72,49,False,True,True
53,6,False,True,True
53,49,False,True,True
95,6,False,True,True
95,49,False,True,True
76,6,False,True,True
76,49,False,True,True
79,6,False,True,True
79,49,False,True,True
54,6,False,True,True
54,49,False,True,True
51,6,False,True,True
51,49,False,True,True
89,6,False,True,True
89,49,False,True,True
83,6,False,True,True
83,49,False,True,True
52,6,False,True,True
52,49,False,True,True
49,6,True,True,True
49,72,True,True,True
49,53,True,True,True
49,95,True,True,True
49,76,True,True,True
49,79,True,True,True
49,54,True,True,True
49,51,True,True,True
49,89,True,True,True
49,83,True,True,True
49,52,True,True,True
49,65,True,True,True
49,81,True,True,True
49,97,True,True,True
49,100,True,True,True
65,6,False,True,True
65,49,False,True,True
81,6,False,True,True
81,49,False,True,True
97,6,False,True,True
97,49,False,True,True
100,6,False,True,True
