0,0,0
0,1,1
0,2,2
0,3,3
0,4,4
0,5,5
0,6,6
0,7,7
0,8,8
0,9,9
1,0,10
1,1,11
1,2,12
1,3,13
1,4,14
1,5,15
1,6,16
1,7,17
1,8,18
1,9,19
2,0,20
2,1,21
2,2,22
3,0,23
3,1,24
3,2,25
4,0,26
4,1,27
4,2,28
5,0,29
5,1,30
5,2,31
6,0,32
6,1,33
6,2,34
7,0,35
7,1,36
7,2,37
8,0,38
8,1,39
8,2,40
9,0,41
9,1,42
9,2,43
10,0,44
10,1,45
10,2,46
11,0,47
11,1,48
11,2,49
12,0,50
12,1,51
12,2,52
13,0,53
13,1,54
13,2,55
14,0,56
14,1,57
15,0,58
15,1,59
16,0,60
16,1,61
17,0,62
17,1,63
18,0,64
18,1,65
19,0,66
19,1,67
20,0,68
20,1,69
21,0,70
21,1,71
22,0,72
22,1,73
23,0,74
23,1,75
24,0,76
24,1,77
25,0,78
25,1,79
26,0,80
26,1,81
26,2,82
27,0,83
27,1,84
27,2,85
28,0,86
28,1,87
28,2,88
29,0,89
29,1,90
29,2,91
30,0,92
30,1,93
30,2,94
31,0,95
31,1,96
31,2,97
32,0,98
32,1,99
32,2,100
33,0,101
33,1,102
33,2,103
34,0,104
34,1,105
34,2,106
35,0,107
35,1,108
35,2,109
36,0,110
36,1,111
36,2,112
37,0,113
37,1,114
37,2,115
38,0,116
38,1,117
38,2,118
39,0,119
39,1,120
39,2,121
40,0,122
40,1,123
40,2,124
41,0,125
41,1,126
41,2,127
42,0,128
42,1,129
42,2,130
43,0,131
43,1,132
43,2,133
