source,destination
23,68
41,104
44,109
30,82
2,11
48,118
14,49
32,85
21,64
42,105
11,44
3,15
39,99
28,78
46,114
4,23
12,45
1,8
18,58
35,92
19,59
0,0
3,17
26,73
33,88
8,34
17,55
0,2
3,19
34,89
40,102
5,25
24,69
8,36
41,103
47,116
10,42
31,83
6,29
38,98
4,20
48,117
1,5
2,13
45,112
9,37
11,43
29,79
46,113
4,22
15,52
1,7
18,57
36,93
25,72
9,39
42,106
22,66
43,107
3,16
7,32
13,48
4,24
16,53
1,9
33,87
20,62
23,67
3,18
40,101
27,76
0,4
30,81
2,10
5,27
37,96
8,35
47,115
21,63
17,56
6,28
38,97
44,110
28,77
24,70
2,12
45,111
14,50
32,86
35,91
31,84
6,30
4,21
15,51
39,100
1,6
25,71
2,14
12,46
9,38
22,65
29,80
7,31
13,47
19,60
0,1
36,94
20,61
9,40
26,74
10,41
43,108
7,33
27,75
0,3
16,54
34,90
5,26
37,95
