source,destination
35,97
10,43
19,64
2,11
26,78
33,93
10,45
17,60
3,15
34,94
4,23
40,107
1,8
24,74
41,108
11,46
31,88
0,0
3,17
38,103
37,101
21,68
8,34
11,48
29,84
0,2
3,19
28,82
5,25
15,57
18,62
36,98
25,77
32,91
8,36
35,96
10,42
42,111
22,71
6,29
43,112
39,105
4,20
13,53
1,5
16,58
2,13
33,92
20,67
10,44
23,72
4,22
40,106
27,81
1,7
30,86
9,39
17,61
3,16
7,32
38,102
4,24
1,9
24,75
9,41
14,55
11,47
31,89
3,18
15,56
0,4
2,10
5,27
25,76
8,35
12,51
22,70
11,49
29,85
6,28
13,52
19,65
2,12
18,63
36,99
8,37
20,66
26,79
6,30
43,113
4,21
27,80
1,6
16,59
34,95
2,14
37,100
9,38
23,73
41,109
7,31
0,1
30,87
9,40
14,54
32,90
21,69
42,110
7,33
0,3
39,104
28,83
5,26
12,50
