source,destination
15,30
4,9
52,113
59,128
25,50
5,10
36,80
12,25
22,44
11,23
29,59
35,72
13,26
43,94
19,39
50,109
3,6
18,37
2,4
20,40
9,19
26,53
57,123
35,74
10,20
41,90
6,13
43,96
27,54
16,33
34,69
64,137
0,0
37,83
23,47
7,14
44,97
62,133
30,61
36,77
48,106
14,28
32,64
21,43
1,3
42,93
55,120
28,57
59,127
39,87
46,102
12,24
49,107
35,71
53,116
19,38
56,121
63,136
40,88
5,11
60,130
26,52
33,67
35,73
17,34
54,117
34,68
38,84
3,7
51,111
58,126
24,48
61,131
35,75
10,21
47,104
31,62
4,8
36,79
21,42
1,2
8,17
45,100
11,22
29,58
42,92
62,134
28,56
39,86
15,31
46,101
52,114
18,36
25,51
32,65
36,81
35,70
9,18
22,45
53,115
6,12
63,135
13,27
43,95
50,110
16,32
60,129
49,108
33,66
37,82
2,5
20,41
57,124
23,46
41,91
56,122
27,55
40,89
58,125
64,138
30,60
36,76
0,1
48,105
17,35
47,103
54,118
7,15
38,85
55,119
44,98
51,112
24,49
61,132
36,78
8,16
14,29
45,99
31,63
