index,is_init,is_goal
0,False,False
1,False,False
2,False,False
3,False,False
4,True,False
5,False,False
6,False,False
7,True,False
8,False,False
9,False,False
10,False,False
11,False,False
12,False,False
13,True,False
14,False,False
15,False,False
16,False,False
17,False,False
18,False,False
19,True,False
20,False,False
21,False,False
22,False,False
23,False,False
24,True,False
25,True,False
26,False,False
27,False,False
28,True,False
29,False,False
30,False,False
31,True,False
32,False,False
33,False,False
34,True,False
35,False,False
36,False,False
37,True,False
38,False,False
39,False,False
40,False,False
41,True,False
42,False,False
43,False,False
44,False,False
45,False,False
46,True,False
47,False,False
48,True,False
49,False,False
50,True,False
51,False,False
52,True,False
53,False,False
54,True,False
55,False,False
56,True,False
57,False,True
58,True,False
59,False,True
60,True,False
61,False,False
62,True,False
63,False,False
64,True,False
65,False,False
66,True,False
67,False,True
68,True,False
69,False,False
70,True,False
71,False,False
72,True,False
73,False,False
74,True,False
75,False,True
76,True,False
77,False,True
78,True,False
79,False,True
80,True,False
81,False,False
82,True,False
83,False,True
84,True,False
85,False,True
86,True,False
87,True,False
88,False,False
89,True,False
90,False,False
91,True,False
92,False,False
93,True,False
94,False,False
95,False,False
96,True,False
97,False,False
98,True,False
99,False,False
100,True,False
101,False,False
102,True,False
103,False,False
104,True,False
105,False,False
106,True,False
107,False,False
108,True,False
109,False,False
110,True,False
111,False,False
112,True,False
113,False,False
114,True,False
115,False,False
116,True,False
117,False,False
118,True,False
119,False,False
120,True,False
121,False,False
122,True,False
123,False,False
124,True,False
125,False,False
126,True,False
127,False,False
128,True,False
129,False,False
130,True,False
131,False,False
132,True,False
133,False,False
134,True,False
135,False,False
136,True,False
