source,destination
15,30
4,9
25,50
5,10
36,80
12,25
22,44
11,23
29,59
13,26
19,39
3,6
18,37
2,4
20,40
9,19
26,53
35,74
10,20
41,90
6,13
27,54
16,33
34,69
0,0
37,83
23,47
35,76
7,14
34,71
30,61
14,28
32,64
21,43
1,3
35,78
28,57
34,73
39,87
12,24
19,38
40,88
5,11
26,52
33,67
17,34
34,68
38,84
3,7
24,48
35,75
10,21
31,62
34,70
4,8
21,42
1,2
8,17
35,77
11,22
29,58
28,56
39,86
15,31
18,36
25,51
32,65
36,81
9,18
22,45
6,12
13,27
16,32
33,66
37,82
2,5
20,41
23,46
41,91
27,55
40,89
30,60
0,1
17,35
7,15
38,85
34,72
24,49
8,16
14,29
31,63
35,79
