source,destination
31,191
27,114
26,94
27,123
7,35
26,103
30,174
28,131
28,140
2,11
5,28
12,52
31,184
31,193
8,39
25,89
27,116
26,96
27,125
7,37
30,176
3,15
19,66
28,133
4,23
28,142
1,8
31,186
25,82
8,41
25,91
27,118
10,47
30,169
17,62
27,127
30,178
0,0
3,17
6,34
28,135
29,155
28,144
31,179
24,76
25,84
27,111
30,162
25,93
27,120
30,171
29,148
28,128
0,2
3,19
28,137
29,157
5,25
15,57
25,77
25,86
27,113
30,164
9,44
22,71
27,122
30,173
11,50
29,150
28,130
29,159
4,20
13,53
26,105
28,139
1,5
2,13
18,64
25,79
25,88
20,67
27,115
30,166
9,46
31,195
30,175
6,31
29,152
26,98
28,132
29,161
4,22
26,107
1,7
16,60
25,81
8,40
25,90
27,117
30,168
31,188
17,61
29,145
23,74
30,177
3,16
6,33
26,100
28,134
29,154
4,24
26,109
1,9
24,75
25,83
8,42
31,181
25,92
14,55
31,190
21,70
30,170
29,147
3,18
29,156
26,102
0,4
2,10
5,27
12,51
25,85
31,183
30,163
9,43
31,192
30,172
11,49
29,149
26,95
27,124
7,36
26,104
29,158
19,65
15,58
28,141
2,12
5,29
18,63
25,78
25,87
31,185
30,165
9,45
22,72
31,194
6,30
29,151
26,97
27,126
4,21
7,38
13,54
26,106
29,160
1,6
16,59
28,143
2,14
25,80
20,68
31,187
30,167
23,73
6,32
27,119
10,48
26,99
29,153
26,108
0,1
28,136
31,180
31,189
21,69
27,112
29,146
27,121
26,101
26,110
28,129
0,3
28,138
5,26
31,182
14,56
