source,destination
26,140
24,97
10,43
24,106
7,35
25,114
27,141
25,123
2,11
5,28
26,133
21,64
8,39
24,99
11,44
22,74
7,37
24,108
3,15
25,116
4,23
23,91
15,53
25,125
1,8
18,58
26,126
14,51
26,135
22,67
24,101
22,76
0,0
3,17
23,84
25,118
23,93
12,47
26,128
26,137
22,69
19,61
22,78
25,111
0,2
3,19
23,86
5,25
23,95
27,150
26,130
26,139
24,96
10,42
17,57
22,71
22,80
4,20
23,88
1,5
27,143
27,152
2,13
26,132
8,38
22,73
6,31
23,81
24,110
4,22
23,90
15,52
1,7
27,145
27,154
26,134
22,66
11,45
22,75
3,16
6,33
23,83
13,48
24,103
4,24
23,92
25,120
1,9
27,147
18,59
26,127
20,62
9,41
22,68
22,77
3,18
24,105
7,34
23,85
23,94
25,113
0,4
16,55
25,122
27,149
2,10
5,27
26,129
17,56
22,70
24,98
24,107
7,36
23,87
25,115
27,142
25,124
27,151
2,12
5,29
14,50
21,65
22,72
6,30
24,100
24,109
4,21
23,89
25,117
1,6
27,144
27,153
2,14
12,46
26,136
6,32
24,102
23,82
19,60
0,1
25,119
27,146
27,155
9,40
26,138
24,104
13,49
22,79
25,112
0,3
16,54
25,121
27,148
5,26
20,63
26,131
