source,destination
13,42
20,84
19,73
2,11
21,101
9,35
10,36
17,51
20,86
3,15
16,49
19,66
19,75
4,23
21,103
1,8
18,58
8,32
7,30
20,79
20,88
0,0
3,17
19,68
15,46
21,96
14,44
18,60
11,39
20,81
20,90
0,2
3,19
19,70
5,25
21,98
12,40
18,53
18,62
20,83
6,29
21,91
4,20
21,100
1,5
18,55
2,13
18,64
17,50
20,85
21,93
4,22
21,102
1,7
19,77
18,57
10,37
20,78
20,87
3,16
21,95
1,9
18,59
8,33
11,38
20,80
20,89
3,18
15,47
21,97
0,4
18,52
19,72
2,10
5,27
18,61
9,34
20,82
6,28
13,43
16,48
19,65
21,99
19,74
18,54
2,12
18,63
21,92
4,21
19,67
1,6
19,76
18,56
2,14
7,31
21,94
0,1
19,69
5,24
14,45
0,3
19,71
5,26
12,41
