0:drive truck0 depot0 distributor0
1:drive truck0 distributor0 depot0
2:drive truck1 depot0 distributor0
3:drive truck1 distributor0 depot0
4:drive truck2 depot0 distributor0
5:drive truck2 distributor0 depot0
6:drop hoist0 crate0 crate1 depot0
7:drop hoist0 crate0 crate2 depot0
8:drop hoist0 crate0 crate3 depot0
9:drop hoist0 crate0 crate4 depot0
10:drop hoist0 crate0 crate5 depot0
11:drop hoist0 crate0 crate6 depot0
12:drop hoist0 crate0 pallet0 depot0
13:drop hoist0 crate0 pallet2 depot0
14:drop hoist0 crate1 crate0 depot0
15:drop hoist0 crate1 crate2 depot0
16:drop hoist0 crate1 crate3 depot0
17:drop hoist0 crate1 crate4 depot0
18:drop hoist0 crate1 crate5 depot0
19:drop hoist0 crate1 crate6 depot0
20:drop hoist0 crate1 pallet0 depot0
21:drop hoist0 crate1 pallet2 depot0
22:drop hoist0 crate2 crate0 depot0
23:drop hoist0 crate2 crate1 depot0
24:drop hoist0 crate2 crate3 depot0
25:drop hoist0 crate2 crate4 depot0
26:drop hoist0 crate2 crate5 depot0
27:drop hoist0 crate2 crate6 depot0
28:drop hoist0 crate2 pallet0 depot0
29:drop hoist0 crate2 pallet2 depot0
30:drop hoist0 crate3 crate0 depot0
31:drop hoist0 crate3 crate1 depot0
32:drop hoist0 crate3 crate2 depot0
33:drop hoist0 crate3 crate4 depot0
34:drop hoist0 crate3 crate5 depot0
35:drop hoist0 crate3 crate6 depot0
36:drop hoist0 crate3 pallet0 depot0
37:drop hoist0 crate3 pallet2 depot0
38:drop hoist0 crate4 crate0 depot0
39:drop hoist0 crate4 crate1 depot0
40:drop hoist0 crate4 crate2 depot0
41:drop hoist0 crate4 crate3 depot0
42:drop hoist0 crate4 crate5 depot0
43:drop hoist0 crate4 crate6 depot0
44:drop hoist0 crate4 pallet0 depot0
45:drop hoist0 crate4 pallet2 depot0
46:drop hoist0 crate5 crate0 depot0
47:drop hoist0 crate5 crate1 depot0
48:drop hoist0 crate5 crate2 depot0
49:drop hoist0 crate5 crate3 depot0
50:drop hoist0 crate5 crate4 depot0
51:drop hoist0 crate5 crate6 depot0
52:drop hoist0 crate5 pallet0 depot0
53:drop hoist0 crate5 pallet2 depot0
54:drop hoist0 crate6 crate0 depot0
55:drop hoist0 crate6 crate1 depot0
56:drop hoist0 crate6 crate2 depot0
57:drop hoist0 crate6 crate3 depot0
58:drop hoist0 crate6 crate4 depot0
59:drop hoist0 crate6 crate5 depot0
60:drop hoist0 crate6 pallet0 depot0
61:drop hoist0 crate6 pallet2 depot0
62:drop hoist1 crate0 crate1 distributor0
63:drop hoist1 crate0 crate2 distributor0
64:drop hoist1 crate0 crate3 distributor0
65:drop hoist1 crate0 crate4 distributor0
66:drop hoist1 crate0 crate5 distributor0
67:drop hoist1 crate0 crate6 distributor0
68:drop hoist1 crate0 pallet1 distributor0
69:drop hoist1 crate1 crate0 distributor0
70:drop hoist1 crate1 crate2 distributor0
71:drop hoist1 crate1 crate3 distributor0
72:drop hoist1 crate1 crate4 distributor0
73:drop hoist1 crate1 crate5 distributor0
74:drop hoist1 crate1 crate6 distributor0
75:drop hoist1 crate1 pallet1 distributor0
76:drop hoist1 crate2 crate0 distributor0
77:drop hoist1 crate2 crate1 distributor0
78:drop hoist1 crate2 crate3 distributor0
79:drop hoist1 crate2 crate4 distributor0
80:drop hoist1 crate2 crate5 distributor0
81:drop hoist1 crate2 crate6 distributor0
82:drop hoist1 crate2 pallet1 distributor0
83:drop hoist1 crate3 crate0 distributor0
84:drop hoist1 crate3 crate1 distributor0
85:drop hoist1 crate3 crate2 distributor0
86:drop hoist1 crate3 crate4 distributor0
87:drop hoist1 crate3 crate5 distributor0
88:drop hoist1 crate3 crate6 distributor0
89:drop hoist1 crate3 pallet1 distributor0
90:drop hoist1 crate4 crate0 distributor0
91:drop hoist1 crate4 crate1 distributor0
92:drop hoist1 crate4 crate2 distributor0
93:drop hoist1 crate4 crate3 distributor0
94:drop hoist1 crate4 crate5 distributor0
95:drop hoist1 crate4 crate6 distributor0
96:drop hoist1 crate4 pallet1 distributor0
97:drop hoist1 crate5 crate0 distributor0
98:drop hoist1 crate5 crate1 distributor0
99:drop hoist1 crate5 crate2 distributor0
100:drop hoist1 crate5 crate3 distributor0
101:drop hoist1 crate5 crate4 distributor0
102:drop hoist1 crate5 crate6 distributor0
103:drop hoist1 crate5 pallet1 distributor0
104:drop hoist1 crate6 crate0 distributor0
105:drop hoist1 crate6 crate1 distributor0
106:drop hoist1 crate6 crate2 distributor0
107:drop hoist1 crate6 crate3 distributor0
