source,destination,type_pre_eff,type_eff_eff,label
0,31,1,0,1
0,29,1,0,1
31,29,1,1,1
29,31,1,1,1
0,32,1,0,1
0,30,1,0,1
32,30,1,1,1
30,32,1,1,1
0,25,1,0,1
0,23,1,0,1
25,23,1,1,1
23,25,1,1,1
0,26,1,0,1
0,24,1,0,1
26,24,1,1,1
24,26,1,1,1
0,17,1,0,1
0,19,1,0,1
17,19,1,1,1
19,17,1,1,1
0,20,1,0,1
0,18,1,0,1
20,18,1,1,1
18,20,1,1,1
0,11,1,0,1
0,13,1,0,1
11,13,1,1,1
13,11,1,1,1
0,14,1,0,1
0,12,1,0,1
14,12,1,1,1
12,14,1,1,1
0,5,1,0,1
0,7,1,0,1
5,7,1,1,1
7,5,1,1,1
0,8,1,0,1
0,6,1,0,1
8,6,1,1,1
6,8,1,1,1
0,2,1,0,1
0,1,1,0,1
2,1,1,1,1
1,2,1,1,1
0,33,1,0,1
33,31,1,1,1
31,33,1,1,1
33,32,1,1,1
32,33,1,1,1
0,27,1,0,1
27,25,1,1,1
25,27,1,1,1
26,27,1,1,1
27,26,1,1,1
0,21,1,0,1
21,19,1,1,1
19,21,1,1,1
21,20,1,1,1
20,21,1,1,1
0,15,1,0,1
15,13,1,1,1
13,15,1,1,1
15,14,1,1,1
14,15,1,1,1
0,9,1,0,1
7,9,1,1,1
9,7,1,1,1
8,9,1,1,1
9,8,1,1,1
0,3,1,0,1
2,3,1,1,1
3,2,1,1,1
0,34,1,0,1
33,34,1,1,1
34,33,1,1,1
0,28,1,0,1
28,27,1,1,1
27,28,1,1,1
0,22,1,0,1
21,22,1,1,1
22,21,1,1,1
0,16,1,0,1
16,15,1,1,1
15,16,1,1,1
0,10,1,0,1
9,10,1,1,1
10,9,1,1,1
0,4,1,0,1
4,3,1,1,1
3,4,1,1,1
