source,destination
15,30
4,9
52,113
59,128
25,50
5,10
12,25
22,44
11,23
29,59
66,142
41,88
13,26
43,94
19,39
50,109
3,6
18,37
36,73
73,156
2,4
20,40
9,19
26,53
57,123
10,20
41,90
6,13
27,54
16,33
34,69
64,137
71,152
37,74
0,0
48,104
23,47
7,14
44,97
62,133
40,84
46,100
30,61
48,106
14,28
32,64
21,43
69,147
1,3
42,93
55,120
39,78
28,57
59,127
12,24
49,107
67,143
35,71
41,87
66,141
53,116
19,38
56,121
63,136
73,155
5,11
60,130
26,52
33,67
70,150
41,89
17,34
47,102
54,117
34,68
40,81
71,151
3,7
51,111
58,126
24,48
61,131
45,98
10,21
65,140
31,62
44,96
38,77
68,145
40,83
4,8
37,75
72,154
21,42
1,2
8,17
11,22
29,58
42,92
62,134
28,56
40,85
15,31
46,101
52,114
18,36
36,72
25,51
32,65
69,148
35,70
9,18
22,45
53,115
6,12
39,79
63,135
13,27
43,95
50,110
16,32
60,129
49,108
67,144
33,66
70,149
2,5
20,41
57,124
23,46
41,91
56,122
40,80
27,55
58,125
64,138
30,60
0,1
48,105
17,35
47,103
65,139
54,118
38,76
7,15
40,82
55,119
51,112
24,49
72,153
61,132
8,16
14,29
45,99
41,86
31,63
68,146
