source,destination
18,72
13,42
17,58
16,47
19,82
2,11
18,65
18,74
10,36
17,51
17,60
3,15
19,75
1,8
18,67
8,32
11,37
17,53
7,30
0,0
3,17
15,46
5,23
14,44
18,69
17,55
6,27
0,2
5,25
12,40
18,62
18,71
17,57
4,20
1,5
19,84
2,13
18,64
18,73
10,35
17,50
17,59
4,22
1,7
19,77
19,86
18,66
8,31
17,52
17,61
3,16
15,45
1,9
19,79
18,68
11,38
17,54
13,41
3,18
0,4
19,81
2,10
9,34
17,56
6,28
4,19
16,48
19,83
2,12
18,63
17,49
7,29
4,21
1,6
19,76
19,85
2,14
14,43
0,1
19,78
5,24
12,39
19,87
18,70
0,3
19,80
5,26
9,33
