index,is_init,is_goal
0,True,False
1,False,False
2,True,False
3,False,False
4,True,False
5,False,False
6,False,False
7,True,False
8,False,False
9,True,False
10,False,True
11,True,False
12,False,False
13,True,False
14,False,False
15,True,False
16,False,True
17,True,False
18,False,True
19,True,False
20,True,False
21,False,False
22,False,False
23,True,False
24,False,False
25,True,False
26,False,False
27,True,False
28,False,False
29,True,False
30,False,False
31,True,False
32,False,False
33,True,False
