source,destination
15,30
4,9
34,74
25,50
5,10
36,80
12,25
22,44
11,23
29,59
13,26
19,39
3,6
18,37
34,76
2,4
20,40
9,19
26,53
10,20
6,13
27,54
16,33
0,0
37,83
33,70
23,47
7,14
30,61
14,28
32,64
21,43
1,3
35,78
28,57
34,73
39,87
12,24
19,38
34,75
5,11
26,52
33,67
17,34
38,84
3,7
24,48
33,69
10,21
31,62
4,8
21,42
1,2
33,71
8,17
11,22
29,58
28,56
39,86
15,31
18,36
25,51
32,65
36,81
9,18
22,45
6,12
13,27
16,32
34,77
33,66
37,82
2,5
20,41
23,46
27,55
30,60
0,1
33,68
17,35
7,15
38,85
34,72
24,49
8,16
14,29
31,63
35,79
