source,destination
41,104
15,30
4,9
41,113
42,121
25,50
5,10
42,130
12,25
22,44
43,131
11,23
29,59
43,140
41,97
13,26
44,148
51,162
19,39
41,106
42,114
3,6
18,37
36,73
42,123
48,157
2,4
20,40
9,19
26,53
47,155
43,133
43,142
10,20
6,13
41,99
41,108
27,54
16,33
34,69
42,116
37,74
40,91
0,0
42,125
45,151
43,135
23,47
43,144
7,14
41,101
52,165
41,110
40,84
42,118
30,61
40,93
14,28
32,64
21,43
1,3
43,137
43,146
50,161
41,103
39,78
28,57
40,86
42,120
40,95
12,24
35,71
43,139
19,38
40,88
48,156
5,11
26,52
33,67
43,132
43,141
17,34
44,149
34,68
46,152
40,81
3,7
40,90
24,48
42,127
43,134
53,166
43,143
10,21
31,62
38,77
40,83
4,8
37,75
40,92
41,112
49,159
21,42
42,129
1,2
8,17
43,136
11,22
29,58
50,160
28,56
41,105
40,85
15,31
40,94
18,36
36,72
42,122
25,51
32,65
35,70
9,18
47,154
22,45
6,12
39,79
41,98
13,27
51,163
41,107
40,87
16,32
40,96
42,115
42,124
33,66
45,150
2,5
20,41
23,46
41,100
40,80
52,164
41,109
27,55
40,89
42,117
30,60
42,126
0,1
17,35
43,145
38,76
7,15
40,82
41,102
46,153
41,111
49,158
24,49
42,119
42,128
8,16
14,29
53,167
43,138
31,63
43,147
