index,is_in_good_operators
0,True
1,True
2,False
3,True
4,True
5,False
6,True
7,False
8,False
9,False
10,False
11,False
12,False
13,False
14,False
15,False
16,False
17,False
18,False
19,False
20,False
21,False
22,False
23,False
24,False
25,True
26,False
27,False
28,False
29,False
30,False
31,True
32,False
33,False
34,False
35,False
36,False
37,True
38,False
39,False
40,True
41,True
42,True
43,True
44,False
45,False
46,False
47,False
48,False
49,False
50,False
51,False
52,False
53,False
54,False
55,False
56,True
57,True
58,True
59,True
60,True
61,True
62,True
63,True
64,False
65,False
66,False
67,False
68,False
69,False
70,False
71,False
72,True
73,False
74,False
75,True
76,False
77,False
78,False
79,False
80,False
81,False
82,False
83,True
84,False
85,True
86,True
87,False
88,False
89,True
90,False
91,False
92,False
93,False
94,False
95,False
96,False
97,True
98,True
99,True
100,True
101,True
102,True
103,False
104,False
105,False
106,True
107,False
108,False
109,True
110,False
111,False
112,False
113,False
114,False
115,True
116,True
117,True
118,True
119,False
120,False
121,False
122,False
123,True
124,True
125,True
126,True
127,False
128,False
129,True
130,False
131,False
132,False
133,False
134,False
135,False
136,False
137,False
138,True
139,False
140,False
141,False
142,True
143,False
144,True
145,True
146,False
147,False
148,False
149,False
150,False
151,False
152,False
153,True
154,False
155,False
156,False
157,True
158,False
159,True
160,True
161,True
162,False
163,False
164,False
165,False
166,False
167,True
168,False
169,False
170,False
171,True
172,False
173,True
174,True
175,False
176,False
177,True
178,False
