0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot0 distributor1
3:drive truck0 depot1 depot0
4:drive truck0 depot1 distributor0
5:drive truck0 depot1 distributor1
6:drive truck0 distributor0 depot0
7:drive truck0 distributor0 depot1
8:drive truck0 distributor0 distributor1
9:drive truck0 distributor1 depot0
10:drive truck0 distributor1 depot1
11:drive truck0 distributor1 distributor0
12:drive truck1 depot0 depot1
13:drive truck1 depot0 distributor0
14:drive truck1 depot0 distributor1
15:drive truck1 depot1 depot0
16:drive truck1 depot1 distributor0
17:drive truck1 depot1 distributor1
18:drive truck1 distributor0 depot0
19:drive truck1 distributor0 depot1
20:drive truck1 distributor0 distributor1
21:drive truck1 distributor1 depot0
22:drive truck1 distributor1 depot1
23:drive truck1 distributor1 distributor0
24:drive truck2 depot0 depot1
25:drive truck2 depot0 distributor0
26:drive truck2 depot0 distributor1
27:drive truck2 depot1 depot0
28:drive truck2 depot1 distributor0
29:drive truck2 depot1 distributor1
30:drive truck2 distributor0 depot0
31:drive truck2 distributor0 depot1
32:drive truck2 distributor0 distributor1
33:drive truck2 distributor1 depot0
34:drive truck2 distributor1 depot1
35:drive truck2 distributor1 distributor0
36:drop hoist0 crate0 crate1 depot0
37:drop hoist0 crate0 crate2 depot0
38:drop hoist0 crate0 pallet0 depot0
39:drop hoist0 crate1 crate0 depot0
40:drop hoist0 crate1 crate2 depot0
41:drop hoist0 crate1 pallet0 depot0
42:drop hoist0 crate2 crate0 depot0
43:drop hoist0 crate2 crate1 depot0
44:drop hoist0 crate2 pallet0 depot0
45:drop hoist1 crate0 crate1 depot1
46:drop hoist1 crate0 crate2 depot1
47:drop hoist1 crate0 pallet1 depot1
48:drop hoist1 crate1 crate0 depot1
49:drop hoist1 crate1 crate2 depot1
50:drop hoist1 crate1 pallet1 depot1
51:drop hoist1 crate2 crate0 depot1
52:drop hoist1 crate2 crate1 depot1
53:drop hoist1 crate2 pallet1 depot1
54:drop hoist2 crate0 crate1 distributor0
55:drop hoist2 crate0 crate2 distributor0
56:drop hoist2 crate0 pallet2 distributor0
57:drop hoist2 crate1 crate0 distributor0
58:drop hoist2 crate1 crate2 distributor0
59:drop hoist2 crate1 pallet2 distributor0
60:drop hoist2 crate2 crate0 distributor0
61:drop hoist2 crate2 crate1 distributor0
62:drop hoist2 crate2 pallet2 distributor0
63:drop hoist3 crate0 crate1 distributor1
64:drop hoist3 crate0 crate2 distributor1
65:drop hoist3 crate0 pallet3 distributor1
66:drop hoist3 crate1 crate0 distributor1
67:drop hoist3 crate1 crate2 distributor1
68:drop hoist3 crate1 pallet3 distributor1
69:drop hoist3 crate2 crate0 distributor1
70:drop hoist3 crate2 crate1 distributor1
71:drop hoist3 crate2 pallet3 distributor1
72:lift hoist0 crate0 crate1 depot0
73:lift hoist0 crate0 crate2 depot0
74:lift hoist0 crate0 pallet0 depot0
75:lift hoist0 crate0 pallet1 depot0
76:lift hoist0 crate0 pallet2 depot0
77:lift hoist0 crate0 pallet3 depot0
78:lift hoist0 crate1 crate0 depot0
79:lift hoist0 crate1 crate2 depot0
80:lift hoist0 crate1 pallet0 depot0
81:lift hoist0 crate1 pallet1 depot0
82:lift hoist0 crate1 pallet2 depot0
83:lift hoist0 crate1 pallet3 depot0
84:lift hoist0 crate2 crate0 depot0
85:lift hoist0 crate2 crate1 depot0
86:lift hoist0 crate2 pallet0 depot0
87:lift hoist0 crate2 pallet1 depot0
88:lift hoist0 crate2 pallet2 depot0
89:lift hoist0 crate2 pallet3 depot0
90:lift hoist1 crate0 crate1 depot1
91:lift hoist1 crate0 crate2 depot1
92:lift hoist1 crate0 pallet0 depot1
93:lift hoist1 crate0 pallet1 depot1
94:lift hoist1 crate0 pallet2 depot1
95:lift hoist1 crate0 pallet3 depot1
96:lift hoist1 crate1 crate0 depot1
97:lift hoist1 crate1 crate2 depot1
98:lift hoist1 crate1 pallet0 depot1
99:lift hoist1 crate1 pallet1 depot1
100:lift hoist1 crate1 pallet2 depot1
101:lift hoist1 crate1 pallet3 depot1
102:lift hoist1 crate2 crate0 depot1
103:lift hoist1 crate2 crate1 depot1
104:lift hoist1 crate2 pallet0 depot1
105:lift hoist1 crate2 pallet1 depot1
106:lift hoist1 crate2 pallet2 depot1
107:lift hoist1 crate2 pallet3 depot1
108:lift hoist2 crate0 crate1 distributor0
109:lift hoist2 crate0 crate2 distributor0
110:lift hoist2 crate0 pallet0 distributor0
111:lift hoist2 crate0 pallet1 distributor0
112:lift hoist2 crate0 pallet2 distributor0
113:lift hoist2 crate0 pallet3 distributor0
114:lift hoist2 crate1 crate0 distributor0
115:lift hoist2 crate1 crate2 distributor0
116:lift hoist2 crate1 pallet0 distributor0
117:lift hoist2 crate1 pallet1 distributor0
118:lift hoist2 crate1 pallet2 distributor0
119:lift hoist2 crate1 pallet3 distributor0
120:lift hoist2 crate2 crate0 distributor0
121:lift hoist2 crate2 crate1 distributor0
122:lift hoist2 crate2 pallet0 distributor0
123:lift hoist2 crate2 pallet1 distributor0
124:lift hoist2 crate2 pallet2 distributor0
125:lift hoist2 crate2 pallet3 distributor0
126:lift hoist3 crate0 crate1 distributor1
127:lift hoist3 crate0 crate2 distributor1
128:lift hoist3 crate0 pallet0 distributor1
129:lift hoist3 crate0 pallet1 distributor1
130:lift hoist3 crate0 pallet2 distributor1
131:lift hoist3 crate0 pallet3 distributor1
132:lift hoist3 crate1 crate0 distributor1
133:lift hoist3 crate1 crate2 distributor1
134:lift hoist3 crate1 pallet0 distributor1
135:lift hoist3 crate1 pallet1 distributor1
136:lift hoist3 crate1 pallet2 distributor1
137:lift hoist3 crate1 pallet3 distributor1
138:lift hoist3 crate2 crate0 distributor1
139:lift hoist3 crate2 crate1 distributor1
140:lift hoist3 crate2 pallet0 distributor1
141:lift hoist3 crate2 pallet1 distributor1
142:lift hoist3 crate2 pallet2 distributor1
143:lift hoist3 crate2 pallet3 distributor1
144:load hoist0 crate0 truck0 depot0
145:load hoist0 crate0 truck1 depot0
146:load hoist0 crate0 truck2 depot0
147:load hoist0 crate1 truck0 depot0
148:load hoist0 crate1 truck1 depot0
149:load hoist0 crate1 truck2 depot0
150:load hoist0 crate2 truck0 depot0
151:load hoist0 crate2 truck1 depot0
152:load hoist0 crate2 truck2 depot0
153:load hoist1 crate0 truck0 depot1
154:load hoist1 crate0 truck1 depot1
155:load hoist1 crate0 truck2 depot1
156:load hoist1 crate1 truck0 depot1
157:load hoist1 crate1 truck1 depot1
158:load hoist1 crate1 truck2 depot1
159:load hoist1 crate2 truck0 depot1
160:load hoist1 crate2 truck1 depot1
161:load hoist1 crate2 truck2 depot1
162:load hoist2 crate0 truck0 distributor0
163:load hoist2 crate0 truck1 distributor0
164:load hoist2 crate0 truck2 distributor0
165:load hoist2 crate1 truck0 distributor0
166:load hoist2 crate1 truck1 distributor0
167:load hoist2 crate1 truck2 distributor0
168:load hoist2 crate2 truck0 distributor0
169:load hoist2 crate2 truck1 distributor0
170:load hoist2 crate2 truck2 distributor0
171:load hoist3 crate0 truck0 distributor1
172:load hoist3 crate0 truck1 distributor1
173:load hoist3 crate0 truck2 distributor1
174:load hoist3 crate1 truck0 distributor1
175:load hoist3 crate1 truck1 distributor1
176:load hoist3 crate1 truck2 distributor1
177:load hoist3 crate2 truck0 distributor1
178:load hoist3 crate2 truck1 distributor1
179:load hoist3 crate2 truck2 distributor1
180:unload hoist0 crate0 truck0 depot0
181:unload hoist0 crate0 truck1 depot0
182:unload hoist0 crate0 truck2 depot0
183:unload hoist0 crate1 truck0 depot0
184:unload hoist0 crate1 truck1 depot0
185:unload hoist0 crate1 truck2 depot0
186:unload hoist0 crate2 truck0 depot0
187:unload hoist0 crate2 truck1 depot0
188:unload hoist0 crate2 truck2 depot0
189:unload hoist1 crate0 truck0 depot1
190:unload hoist1 crate0 truck1 depot1
191:unload hoist1 crate0 truck2 depot1
192:unload hoist1 crate1 truck0 depot1
193:unload hoist1 crate1 truck1 depot1
194:unload hoist1 crate1 truck2 depot1
195:unload hoist1 crate2 truck0 depot1
196:unload hoist1 crate2 truck1 depot1
197:unload hoist1 crate2 truck2 depot1
198:unload hoist2 crate0 truck0 distributor0
199:unload hoist2 crate0 truck1 distributor0
200:unload hoist2 crate0 truck2 distributor0
201:unload hoist2 crate1 truck0 distributor0
202:unload hoist2 crate1 truck1 distributor0
203:unload hoist2 crate1 truck2 distributor0
204:unload hoist2 crate2 truck0 distributor0
205:unload hoist2 crate2 truck1 distributor0
206:unload hoist2 crate2 truck2 distributor0
207:unload hoist3 crate0 truck0 distributor1
208:unload hoist3 crate0 truck1 distributor1
209:unload hoist3 crate0 truck2 distributor1
210:unload hoist3 crate1 truck0 distributor1
211:unload hoist3 crate1 truck1 distributor1
212:unload hoist3 crate1 truck2 distributor1
213:unload hoist3 crate2 truck0 distributor1
214:unload hoist3 crate2 truck1 distributor1
215:unload hoist3 crate2 truck2 distributor1
