source,destination
6,18
15,39
39,88
25,59
12,34
22,53
29,68
6,20
13,35
19,48
36,82
2,4
20,49
9,28
26,62
10,29
43,96
17,44
7,21
27,63
3,8
16,42
34,78
0,0
5,14
37,83
24,58
8,25
23,56
41,92
44,97
7,23
31,72
30,70
5,16
48,106
1,3
14,37
32,73
21,52
42,93
11,32
39,87
28,66
46,102
4,11
49,107
12,33
18,46
35,80
19,47
26,61
2,6
33,76
17,43
3,7
40,90
5,13
24,57
47,104
10,30
31,71
38,86
3,9
1,2
45,100
8,26
11,31
29,67
6,19
46,101
4,10
15,40
18,45
36,81
25,60
9,27
42,94
22,54
43,95
13,36
4,12
16,41
34,77
49,108
2,5
33,75
20,50
23,55
41,91
7,22
40,89
27,64
0,1
5,15
30,69
37,84
48,105
47,103
21,51
38,85
44,98
7,24
28,65
5,17
45,99
14,38
32,74
35,79
