source,destination
21,80
24,115
22,90
22,99
2,11
5,28
12,43
23,107
21,73
19,57
3,15
22,92
4,23
1,8
23,109
21,75
17,53
0,0
3,17
22,94
24,122
23,102
23,111
10,40
20,72
0,2
3,19
22,87
22,96
5,25
24,124
23,104
23,113
8,36
20,65
11,41
6,29
21,82
22,89
4,20
15,50
22,98
24,117
1,5
24,126
18,55
23,106
2,13
9,37
20,67
6,31
21,84
13,46
22,91
4,22
16,51
24,119
1,7
24,128
23,108
20,60
20,69
21,77
3,16
21,86
4,24
24,121
23,101
1,9
20,62
10,39
17,54
20,71
21,79
3,18
7,34
0,4
24,123
2,10
5,27
8,35
14,48
20,64
21,81
15,49
24,116
24,125
22,100
2,12
12,44
20,66
11,42
21,74
6,30
21,83
13,45
19,58
4,21
24,118
1,6
22,93
18,56
24,127
2,14
20,59
23,110
9,38
20,68
21,76
6,32
21,85
0,1
16,52
24,120
22,95
23,103
20,61
23,112
20,70
21,78
7,33
0,3
22,88
22,97
5,26
23,105
14,47
20,63
23,114
