source,destination
15,30
4,9
24,51
5,10
36,80
12,25
22,44
11,23
13,26
43,94
19,39
27,61
3,6
18,37
34,76
30,66
37,81
2,4
20,40
9,19
10,20
41,90
6,13
44,95
16,33
28,62
25,54
0,0
32,71
23,47
42,91
7,14
39,85
14,28
21,43
1,3
35,78
12,24
26,59
33,74
19,38
34,75
40,88
5,11
41,89
17,34
31,69
38,84
3,7
24,48
25,56
10,21
29,65
44,96
28,63
4,8
24,50
36,79
21,42
1,2
32,72
8,17
35,77
11,22
42,92
43,93
39,86
15,31
27,60
18,36
24,52
26,58
33,73
9,18
22,45
6,12
13,27
40,87
16,32
25,53
30,67
37,82
2,5
20,41
23,46
31,68
38,83
25,55
0,1
17,35
29,64
31,70
7,15
24,49
25,57
8,16
14,29
