source,destination,type_pre_eff,type_eff_eff,label
11,27,True,True,False
17,27,True,False,False
17,25,True,False,True
12,25,True,True,True
16,24,True,False,True
8,24,True,True,True
9,23,True,True,False
16,23,True,False,False
4,22,True,True,False
15,22,True,False,False
5,21,True,True,False
15,21,True,False,False
6,20,True,True,False
15,20,True,False,False
1,19,True,True,False
14,19,True,False,False
2,18,True,True,False
14,18,True,False,False
11,13,True,True,False
13,11,True,True,False
12,13,True,True,True
13,12,True,True,True
8,10,True,True,True
10,8,True,True,True
10,9,True,True,False
9,10,True,True,False
4,7,True,True,False
7,4,True,True,False
7,5,True,True,False
5,7,True,True,False
6,7,True,True,False
7,6,True,True,False
3,0,True,True,False
0,3,True,True,False
1,3,True,True,False
3,1,True,True,False
2,3,True,True,False
3,2,True,True,False
27,11,False,True,False
27,13,False,True,False
13,27,True,True,False
25,12,False,True,True
25,13,False,True,True
13,25,True,True,True
10,24,True,True,True
24,8,False,True,True
24,10,False,True,True
10,23,True,True,False
23,9,False,True,False
23,10,False,True,False
7,22,True,True,False
22,4,False,True,False
22,7,False,True,False
21,5,False,True,False
21,7,False,True,False
7,21,True,True,False
20,6,False,True,False
20,7,False,True,False
7,20,True,True,False
19,3,False,True,False
19,1,False,True,False
3,19,True,True,False
18,3,False,True,False
18,2,False,True,False
3,18,True,True,False
17,29,True,False,False
27,29,True,False,False
11,29,True,False,False
17,28,True,False,True
27,28,True,False,False
11,28,True,False,False
25,28,True,False,True
12,28,True,False,True
25,26,True,False,True
12,26,True,False,True
17,26,True,False,True
24,29,True,False,True
16,29,True,False,True
8,29,True,False,True
9,29,True,False,False
23,29,True,False,False
15,29,True,False,False
5,29,True,False,False
21,29,True,False,False
20,29,True,False,False
6,29,True,False,False
4,28,True,False,False
15,28,True,False,False
22,28,True,False,False
5,26,True,False,False
21,26,True,False,False
15,26,True,False,False
20,26,True,False,False
6,26,True,False,False
14,29,True,False,False
1,29,True,False,False
19,29,True,False,False
1,28,True,False,False
14,28,True,False,False
19,28,True,False,False
14,26,True,False,False
18,26,True,False,False
2,26,True,False,False
