source,destination
21,71
10,43
42,112
75,179
55,139
59,146
39,106
28,85
46,121
2,11
49,126
67,162
18,65
66,160
35,99
53,135
11,44
56,140
32,92
3,15
19,66
63,155
74,176
4,23
73,174
60,149
1,8
26,80
70,169
33,95
54,136
11,46
17,62
0,0
3,17
71,170
34,96
51,130
40,109
58,145
61,150
24,76
8,34
10,40
41,110
47,123
65,159
68,164
31,90
0,2
3,19
38,105
5,25
48,124
72,173
12,49
8,36
45,119
10,42
55,138
29,86
62,153
6,29
4,20
13,53
46,120
52,133
15,59
1,5
2,13
18,64
36,100
25,79
69,167
9,37
53,134
42,113
22,73
63,154
43,114
50,129
4,22
13,55
60,148
1,7
16,60
49,127
67,163
70,168
33,94
9,39
57,143
20,69
11,45
23,74
56,141
74,177
3,16
7,32
4,24
40,108
58,144
64,157
27,83
1,9
30,88
37,103
47,122
65,158
21,70
54,137
11,47
3,18
75,178
38,104
44,117
51,131
0,4
72,172
28,84
61,151
2,10
5,27
8,35
12,51
45,118
14,57
32,93
6,28
35,98
68,165
13,52
52,132
15,58
59,147
39,107
2,12
25,78
22,72
66,161
29,87
6,30
50,128
4,21
13,54
19,67
1,6
73,175
2,14
36,101
9,38
57,142
20,68
26,81
7,31
43,115
17,63
0,1
64,156
27,82
71,171
16,61
34,97
37,102
12,48
24,77
10,41
23,75
41,111
7,33
44,116
62,152
31,91
0,3
5,26
30,89
48,125
12,50
69,166
14,56
