0:calibrate satellite0 instrument0 groundstation7
1:calibrate satellite1 instrument1 groundstation12
2:calibrate satellite1 instrument1 groundstation7
3:calibrate satellite1 instrument1 star6
4:calibrate satellite1 instrument2 star14
5:calibrate satellite2 instrument3 star2
6:switch_off instrument0 satellite0
7:switch_off instrument1 satellite1
8:switch_off instrument2 satellite1
9:switch_off instrument3 satellite2
10:switch_on instrument0 satellite0
11:switch_on instrument1 satellite1
12:switch_on instrument2 satellite1
13:switch_on instrument3 satellite2
14:take_image satellite0 groundstation0 instrument0 image3
15:take_image satellite0 groundstation0 instrument0 infrared2
16:take_image satellite0 groundstation11 instrument0 image3
17:take_image satellite0 groundstation11 instrument0 infrared2
18:take_image satellite0 groundstation12 instrument0 image3
19:take_image satellite0 groundstation12 instrument0 infrared2
20:take_image satellite0 groundstation13 instrument0 image3
21:take_image satellite0 groundstation13 instrument0 infrared2
22:take_image satellite0 groundstation3 instrument0 image3
23:take_image satellite0 groundstation3 instrument0 infrared2
24:take_image satellite0 groundstation7 instrument0 image3
25:take_image satellite0 groundstation7 instrument0 infrared2
26:take_image satellite0 groundstation8 instrument0 image3
27:take_image satellite0 groundstation8 instrument0 infrared2
28:take_image satellite0 phenomenon17 instrument0 image3
29:take_image satellite0 phenomenon17 instrument0 infrared2
30:take_image satellite0 planet18 instrument0 image3
31:take_image satellite0 planet18 instrument0 infrared2
32:take_image satellite0 star1 instrument0 image3
33:take_image satellite0 star1 instrument0 infrared2
34:take_image satellite0 star10 instrument0 image3
35:take_image satellite0 star10 instrument0 infrared2
36:take_image satellite0 star14 instrument0 image3
37:take_image satellite0 star14 instrument0 infrared2
38:take_image satellite0 star15 instrument0 image3
39:take_image satellite0 star15 instrument0 infrared2
40:take_image satellite0 star16 instrument0 image3
41:take_image satellite0 star16 instrument0 infrared2
42:take_image satellite0 star2 instrument0 image3
43:take_image satellite0 star2 instrument0 infrared2
44:take_image satellite0 star4 instrument0 image3
45:take_image satellite0 star4 instrument0 infrared2
46:take_image satellite0 star5 instrument0 image3
47:take_image satellite0 star5 instrument0 infrared2
48:take_image satellite0 star6 instrument0 image3
49:take_image satellite0 star6 instrument0 infrared2
50:take_image satellite0 star9 instrument0 image3
51:take_image satellite0 star9 instrument0 infrared2
52:take_image satellite1 groundstation0 instrument1 image1
53:take_image satellite1 groundstation0 instrument1 infrared2
54:take_image satellite1 groundstation0 instrument2 image3
55:take_image satellite1 groundstation0 instrument2 spectrograph0
56:take_image satellite1 groundstation11 instrument1 image1
57:take_image satellite1 groundstation11 instrument1 infrared2
58:take_image satellite1 groundstation11 instrument2 image3
59:take_image satellite1 groundstation11 instrument2 spectrograph0
60:take_image satellite1 groundstation12 instrument1 image1
61:take_image satellite1 groundstation12 instrument1 infrared2
62:take_image satellite1 groundstation12 instrument2 image3
63:take_image satellite1 groundstation12 instrument2 spectrograph0
64:take_image satellite1 groundstation13 instrument1 image1
65:take_image satellite1 groundstation13 instrument1 infrared2
66:take_image satellite1 groundstation13 instrument2 image3
67:take_image satellite1 groundstation13 instrument2 spectrograph0
68:take_image satellite1 groundstation3 instrument1 image1
69:take_image satellite1 groundstation3 instrument1 infrared2
70:take_image satellite1 groundstation3 instrument2 image3
71:take_image satellite1 groundstation3 instrument2 spectrograph0
72:take_image satellite1 groundstation7 instrument1 image1
73:take_image satellite1 groundstation7 instrument1 infrared2
