source,destination
6,18
75,161
38,87
55,121
44,100
7,26
72,155
28,67
61,134
45,101
14,40
32,76
35,81
68,148
42,96
6,20
52,115
59,130
39,90
25,61
2,4
49,110
12,36
33,77
66,144
29,70
50,111
13,37
56,124
19,50
3,8
40,91
73,158
0,0
5,14
36,84
57,125
20,51
26,64
47,105
10,31
43,98
17,46
7,23
64,139
27,65
71,154
34,80
51,114
5,16
37,85
24,60
1,3
8,27
41,94
44,99
62,135
31,74
4,11
15,41
48,108
69,149
32,75
21,54
42,95
22,55
55,122
11,34
76,163
6,22
39,89
28,68
46,104
49,109
67,145
12,35
18,48
2,6
35,82
53,118
9,30
56,123
74,159
19,49
63,138
3,7
5,13
60,132
16,44
26,63
70,152
33,78
54,119
17,45
23,58
71,153
3,9
51,113
7,25
40,92
58,128
61,133
24,59
1,2
30,72
14,39
47,106
65,142
10,32
68,147
31,73
6,19
75,162
38,88
4,10
59,129
72,156
45,102
8,28
66,143
29,69
11,33
62,136
6,21
46,103
4,12
52,116
15,42
73,157
18,47
36,83
69,150
25,62
2,5
53,117
9,29
22,56
63,137
43,97
76,164
50,112
13,38
60,131
16,43
34,79
67,146
0,1
5,15
70,151
57,126
20,52
23,57
41,93
74,160
7,24
58,127
64,140
27,66
30,71
5,17
48,107
37,86
65,141
21,53
54,120
